pk_id_milestone_status_info,version,date_from,date_to,id,"outcome_sumary","milestone_evidence","other_reason","gender_justification","youth_justification","capdev_justification","climate_justification"
428,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000052,,"Four organizations are at various stages of adapting CCAFS strategies to better support women farmers’ participation in climate services and agricultural insurance. CARE adapted CCAFS’ approach and tools to provide rural women with equitable climate services in 89 villages in Cambodia, Laos and Vietnam. Rwanda’s national agricultural extension program is scaling up rural climate services through participatory processes that support female and male farmers in an equitable manner. USAID endorsed a CCAFS Info Note on gender-responsive climate services [http://hdl.handle.net/10568/89438] as part of its internal climate information services learning agenda initiative. Pula Advisors is adapting CCAFS’ guidance on options for increasing the participation of women in agricultural insurance in Malawi.",,,,,
429,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000053,,"Climate services and insurance were incorporated into national priority setting, policy, and investment processes, contributing towards policy in at least four countries. Honduras’ Ministry of Agriculture initiated policy to reactivate its national Agricultural Insurance Committee. Nigeria’s Ministry of Agriculture endorsed a national agricultural insurance strategy [https://ccafs.cgiar.org/news/media-centre/press-releases/new-roadmap-launched-today-help-farmers-cope-extreme-weather-and]. Colombia established an inter-institutional process (involving three national partners plus NGOs) to support climate-based agricultural advisories through LTACs. Rwanda launched the process of developing a multi-sector national climate services policy framework, under the UN Global Framework for Climate Services.",,,,,
430,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000054,,"Research integrated into FISH POWB 2018.Genomics research plan drafted (publication - Aug 2018)Workshop report [https://www.worldfishcenter.org/content/genetics-roadmap-develop-more-resilient-farmed-fish] and Nature Genetics article [https://www.nature.com/articles/ng.3920]",,,,,
431,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000055,,"Prior dissemination activities in Egypt have been assessed in Egypt (IFAD Technical Report) [https://www.worldfishcenter.org/pubs/IFAD-report-Technol-Sust-Aquac-Dec2017.pdf] and a journal article is in preparation. In Bangladesh the survey was repeated to validate the 2017 assessment. Dissemination of improved tilapia breeds continued in Bangladesh, Egypt and India, plus Timor LesteComplete (extended for additional data collection in Bangladesh)",,,,,
432,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000056,,"Capacity development was successfully undertaken through the Gender & Breeding PDF Initiative and methods successfully identified and consolidated in a Tool Navigator ""Using market-based research methods for user-responsive innovation"" [https://www.worldfishcenter.org/content/tool-navigator] as well as disseminated through a workshop at the CGIAR Gender Science Conference [http://gender.cgiar.org/highlights-first-annual-scientific-conference-capacity-development-workshop/]. Journal article on trait preferences in final draft for submission.",,,,,
433,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000057,,"Tilapia health assessments completed, and biosecurity measures designed and implemented in Bangladesh and Egypt. New epidemiology and health economics tool developed with NVI. Key publications produced:Nicholson, P. et al (2017) [https://fish.cgiar.org/publications/detection-tilapia-lake-virus-egyptian-fish-farms-experiencing-high-mortalities-2015]Fathi, M. et al (2017) [https://www.sciencedirect.com/science/article/abs/pii/S0044848617301989]Jansen,M.D. and C.V Mohan (2017).  [https://fish.cgiar.org/publications/tilapia-lake-virus-tilv-literature-review]",,,,,
434,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000058,,"Priority ingredients identified, and research integrated into FISH POWB 2018.Priority ingredient working paper drafted (publication - August 2018)Cooperation with RICE initiated in Myanmar and co-funded intern agreed with RTB, starting August 2018. Dialogue ongoing in 2018 with LIVESTOCK on cooperation in Nigeria and a global feeds and forages initiative.  ",,,,,
435,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000059,,"Best practice guidelines prepared and disseminated via training courses and partners in Bangladesh, Egypt, Myanmar and India, including basic biosecurity manual. [https://fish.cgiar.org/publications/basic-biosecurity-manual-tilapia-hatchery-technicians-bangladesh]An assessment was started on farm management practices in Bangladesh to assess adoption of BMPs and outcome for future improvements.",,,,,
436,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000060,,"Life cycle assessments completed and published in Bangladesh and EgyptMeasuring the potential for sustainable intensification of aquaculture in Bangladesh using life cycle assessment [http://www.pnas.org/content/early/2018/02/27/1716530115.short]Benchmarking the environmental performance of best management practice and genetic improvements in Egyptian aquaculture using life cycle assessment [https://www.sciencedirect.com/science/article/abs/pii/S004484861630607X]Data sets have been accessed and data analysis is ongoing in Myanmar.  Complete in Bangladesh, and Egypt.Extended for Myanmar to give more time for data analysis.",,,,,
437,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000061,,"Platform developed in Bangladesh, Egypt, Nigeria and Myanmar with partners. An additional platform for feeds research in Vietnam [http://knowledge4food.net/research-project/nutritious-system-pond-farming-vietnam/], with bilateral funding, provides new insights into innovation processesBangladesh [http://batip.org.bd/what-are-batip]: in partnership with the EURASTIP ProjectEgypt [https://fish.cgiar.org/press-releases/first-international-conference-and-exhibition-sustainable-development-aquaculture]: since 2014, with hosting of major conference in 2017Myanmar: hosting of conference (publication expected- August 2018)Nigeria: workshop and country scoping analysis (publication  expected - August 2018)Review of innovation systems will also inform future development of each focal country program. [https://www.sciencedirect.com/science/article/pii/S0044848616312509]FISH gender lead also engaged in the  cross-CRP publicationGuidelines for innovation platforms in agricultural research for development: decision support for research, development and funding agencies on how to design, budget and implement impactful innovation platforms [https://cgspace.cgiar.org/handle/10568/82550]Complete in Bangladesh, Egypt, Myanmar and Nigeria",,,,,
438,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000062,,"Resource consolidating methods and tools has been collated and shared internally for gender analysis by FISH researchers. The materials will be made publicly available later in 2018. Publicly available tools and methods, and publications demonstrating use of the tools include:(1) Tool Navigator ""Using market-based research methods for user-responsive innovation"" [https://www.worldfishcenter.org/content/tool-navigator](2) Review of gender and aquaculture value chains [https://www.sciencedirect.com/science/article/pii/S0044848617325577?via%3Dihub](3) Women-led entrepreneurship in Bangladesh: (article submitted for publication).(4) Assessment of gender barriers in Myanmar [http://pubs.iclarm.net/resource_centre/FISH-2017-12.pdf] small-scale aquaculture, Indonesia and Bangladesh) [http://pubs.iclarm.net/resource_centre/FISH-2017-12.pdf ; http:/www.fao.org/3/a-i7625e.pdf] published by FAO [http://www.fao.org/policy-support/resources/resources-details/en/c/1027715/]",,,,,
439,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000063,,"Modelling completed at Africa continental level: presentation [https://www.was.org/meetings/ShowAbstract.aspx?Id=47508] made at World Aquaculture Society in Cape Town, June 2017. Manuscript on African aquaculture futures submitted to Global Food Security.Modelling completed and two publications prepared for Indonesia, addressing fish supply and demand in Indonesia to 2030 and role of aquaculture [https://www.sciencedirect.com/science/article/pii/S0308597X16307205]; and  environmental and socioeconomic potentials and limitations [https://www.sciencedirect.com/science/article/pii/S0959652617313033] (the tools and methods developed provide lessons for Africa aquaculture development).Modelling tool being extended to Egypt in 2018, with the intention of covering all FISH focal countries with future fish-supply demand model outputs.",,,,,
440,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000064,,"Global framework of adaptive capacity of coastal communities developed and published early 2018 [https://www.nature.com/articles/s41558-017-0065-x]Adaptive management interventions examined over 10 years for Solomon Islands and published in one journal article Critical reflections from fostering adaptive community-based, co-management in Solomon Islands’ small-scale fisheries [https://spccfpstore1.blob.core.windows.net/digitallibrary-docs/files/48/48b0eadd0c773fb3aef28a846bbbdf8e.pdf?sv=2015-12-11&sr=b&sig=%2BQt2xV%2BDvD9mES16NqIx9k0U86lCkt%2BM72pQI2vyjMA%3D&se=2019-01-07T05%3A51%3A58Z&sp=r&rscc=public%2C%20max-age%3D864000%2C%20max-stale%3D86400&rsct=application%2Fpdf&rscd=inline%3B%20filename%3D%22Trad38_14_Schwarz.pdf%22]Empirical assessment completed and published for Bangladesh [http://www.journalrepository.org/media/journals/AIR_31/2017/Jun/Mustafa1022017AIR33850.pdf] Status of Fish Aggregating Device Fishery in the River Titas of Bangladesh and data collection on Fish Aggregating Devices commenced in Timor Leste and Solomon IslandsA modelling approach developed to enhance Pacific small-scale fisheries Strengthening the resilience of small-scale fisheries: A modeling approach to explore the use of in-shore pelagic resources in Melanesia [http://www.sciencedirect.com/science/article/pii/S1364815217306515]Panel study data collected in Solomon Islands, household data collected in Bangladesh, Cambodia and Myanmar for further assessments. Livelihood baseline completed and published for Timor-Leste  Livelihood diversity and dynamism in Timor-Leste; insights for coastal resource governance and livelihood development [https://cgiar-my.sharepoint.com/personal/j_mdhanifah_cgiar_org/Documents/Mills et al 2017 Livelihoods Timor.pdf?slrid=fbd8739e-30be-6000-e11f-31ad22b1cd83].  Not completed in Philippines.Partially Completed - further analysis and publication pending in Solomon Islands, Bangladesh, Myanmar and Cambodia. Assessment delayed in Philippines",,,,,
441,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000065,,"Assessments informed design of interventions and research for Bangladesh, Cambodia and Myanmar.In Timor Leste, research on Livelihood diversity and dynamism in Timor-Leste; insights for coastal resource governance and livelihood development [https://cgiar-my.sharepoint.com/personal/j_mdhanifah_cgiar_org/Documents/Mills et al 2017 Livelihoods Timor.pdf?slrid=fbd8739e-30be-6000-e11f-31ad22b1cd83] were integrated into new project development on management and livelihood research in Timor Leste ",,,,,
442,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000066,,"Empirical research published of innovation and gendered negotiations in fishery dependent communities in Cambodia, the Philippines and Solomon Islands [https://onlinelibrary.wiley.com/doi/abs/10.1111/faf.12216).]Guidance document for considering gender in rural development [https://fish.cgiar.org/publications/considering-gender-practical-guidance-rural-development-initiatives-solomon-islands]Contributed case study/analysis to Promoting gender equity and equality through the FAO small-scale fisheries guidelines [https://link.springer.com/chapter/10.1007/978-3-319-55074-9_35]",,,,,
443,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000067,,"Empirical assessment of rice field system enhancement completed in Bangladesh and published in one article  Effects of supplementary feeds with different protein levels on growth and economic performances of Nile tilapia (Oreochromis niloticus) cultured in a rain-fed rice–fish ecosystem [https://www.tandfonline.com/doi/full/10.1080/10454438.2016.1278067?scroll=top&needAccess=true&] and an assessment completed in Cambodia  Rice field fisheries in Cambodia: enhancing the productivity through community-managed p.34 [http://pubs.iclarm.net/resource_centre/Resilient-Small-scale-Fisheries-Symposium-ACIAR-147.pdf]",,,,,
444,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000068,,"Global workshop on nutrition sensitive fish-agri food systems [https://www.worldfishcenter.org/global-workshop-nutrition-sensitive-fish-agri-food-systems] convened with policy makers, funders as well as fisheries, food and nutrition experts Nutrition-sensitive and food system perspective research presented to peers (Resilient SSF Symposium page 57-65) [http://pubs.iclarm.net/resource_centre/Resilient-Small-scale-Fisheries-Symposium-ACIAR-147.pdf]Conceptual framework and perspectives for fish in food systems drafted for submission to journal in 2018",,,,,
445,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000069,,"National program and FISH CRP program review conducted in Solomon Islands.Funding secured for reviews and assessments in Cambodia, Bangladesh, Myanmar and Philippines in 2018. Commenced collection of new baseline data on SSF productivity in focal countries.Delayed – reviews, analysis and research designs pending for Bangladesh, Cambodia",,,,,
446,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000070,,"12 articles, reports or communication tools on effective and affordable methods and decision- support tools, including status and threat assessment maps and appropriate option value methods for the prioritization of safeguarding actions, which consider TGR availability and the value of genetic diversity for",,,,,
447,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000071,,"13 research outputs (peer-reviewed articles, research reports, and communication tools), covering user- friendly characterization methods and indicators with practical guidelines for their application in monitoring the status and trends of TGR and associated threats, with case study applications (including ABS).",,,,,
448,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000072,,"10 research outputs (peer review articles, research reports, and communication tools), covering national and regional strategies and guidelines for appropriate targeting and safeguarding of TGR in various political, socioeconomic and environmental contexts, at different scales, and based on the biology of the species concerned.",,,,,
449,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000073,,"7 research outputs (peer review articles, research reports, and communication tools), covering dynamic (producer- and consumer-sensitive) lists of priority tree species for domestication, with key traits for production, including those that support positive agroecosystem interactions, identified; including gender-responsive guidelines, and decision-support and practical tools, for tree domestication.",,,,,
450,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000074,,"8 publications covering public-private consortia engaged in tree domestication; or appropriate ABS models for farmer-developed tree varieties.",,,,,
451,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000075,,"13 research outputs (peer review articles, research reports, and communication tools), covering improved material (eventually ‘varieties’) of priority tree foods and for other tree products, with visible value for growers in comparative demonstration plots/trials; and genotyping of appropriately assembled germplasm. Collections, combined with public databases.Extended (in part transferred to POWB 2018 – Strategy for Orphan Crops)",,,,,
452,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000076,,"9 research outputs (peer review articles, research reports, and communication tools), covering gender- responsive and socially inclusive delivery pipeline models for tree-planting material that support different users (including for landscape restoration); and community-based and entrepreneurial production and delivery enterprises e.g. seed orchards, rural resources centers, private tree nurseries, etc.Fellowship Program on gender and tree seed systems.Extended (in part transferred to POWB 2018 – Indicators associated with success of FLR)",,,,,
453,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000077,,"5 publications covering quality standards developed and promoted to actors in the germplasm production and delivery sector; and measures to ensure that appropriate quality standards are mainstreamed by policy-makers, extension services and the private sector.Extended (in part transferred to POWB 2018 – Standards for monitoring delivery systems)",,,,,
454,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000078,,"14 publications covering user-friendly decision-support tools to inform planting choices, where relevant, in conjunction with market information services; and indicators to monitor the performance of delivery pathways with regard to models, to standards including the performance and viability of planting, and to evaluate quality and the needs for management (including enrichment) of natural regeneration.",,,,,
455,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000079,,"FP2 published a novel methodology for statistical analysis of farmer knowledge about tree attributes (submitted in 2017, appeared in 2018) and specific studies on its application to improving smallholder coffee production systems in Rwanda and Uganda and cocoa production systems across an agroecological gradient in Ghana. A training course in knowledge acquisition was held in Kenya with participants fromDRC and Comoros. Local knowledge was used to structure stakeholder engagement in a novel method to develop more diverse and inclusive agroforestry options that changed knowledge, attitudes and behavior of NGO actors and farmers in DRC.",,,,,
456,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000080,,"FP2 published a cross-regional comparison analyzing how to overcome property rights issues as barriers to smallholder investment in trees across Ethiopia, Nepal and China; a new analysis of small patch size deforestation in the Peruvian Amazon that shows this is not necessarily driven by smallholder farming, requiring more nuanced policy responses if it is to be addressed; and contributory documents to inform national agroforestry initiatives in Rwanda and Uganda. Fifteen parliamentarians visited FTA agroforestry sites as part of the 4th National Agroforestry Conference in Kampala in June 2017, and set up a taskforce to scale up agroforestry nationally.",,,,,
457,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000081,,"The FTA public-private partnership with Natura in Brazil developed options for oil palm diversification (including setting up field trials to test them) and published a key article on agroforestry options for land restoration across contexts in the country. In Peru, FP2 developed options for soil fertility enhancement in cocoa and climate change adaptation in coffee.",,,,,
458,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000082,,"FP2 published a key paper validating the new tree- crop interaction module of the globally calibrated APSIM crop modeling system for maize, emanating from FP2 partnership with CSIRO was published in Agricultural Systems. A new analysis of wheat growth done in conjunction with CRP Wheat, as part of the FTA FP2 Trees4FoodSecurity project, was published (submitted in 2017, appeared in 2018). ICRAF and FAO released a practical manual on rice agroforestry and initiated a review of impacts of trees on rice yields.",,,,,
459,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000083,,"The hiatus in W1/2 funding for FP2 in 2017 meant that there were no resources for a synthetic global review. However, bilateral projects did contribute important findings on how to overcome constraints to adoption of fodder trees in Malawi and initiated research on the development of climate-smart silvopastoral systems in Latin America and on bamboo as a source fodder as part of INBAR’s South-South knowledge exchange. An impact assessment of tree fodder adoption in East Africa was done and willappear in 2018.",,,,,
460,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000084,,"Provided continued support to: (i) the debates on enhancing the implementation of the FLEGT VPA process; (ii) ISEAL Alliance on sustainability standards on the social impacts of timber certification; (iii) and FSC on ways to enhance audits.Participated in the European Commission Conference on Illegal Logging and Deforestation inBrussels, Belgium in June, 2017 (Summary) and contributed to ISEAL and FSC debates on timber certification, as well as to FSC improvements in the auditing systems (two working seminars with FSC stakeholders).",,,,,
461,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000085,,"Engaged (i) the Indonesian Palm Oil Platform (InPOP) and strengthening ISPO process to inform on options to improve sustainable palm oil supply, and (ii) the platform for sustainable cocoa supply in Ghana.Participated in several meetings of InPOP and ISPO in Indonesia, and engaged the platform for sustainable cocoa supply in Ghana.",,,,,
462,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000086,,"Engaged in debates at the Responsible Business Forum (RBF) and the Tropical Forest Alliance 2020 (TFA 2020) on sustainability and social inclusion, with focus on territorial approaches.Session at the Responsible Business Forum on Food and Agriculture in Jakarta, Indonesia (March 2017) Session at TFA 2020 in Sao Paulo, Brazil.",,,,,
463,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000087,,"Advanced collaboration agreements with the Netherlands Development Organization (SNV) in the design and assessment of business models’ performance in two cases (i.e. Ghana and Indonesia). (Link to announcement of strategic partnership with SNV/CIFOR)",,,,,
464,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000088,,"Conducted analysis with FAST on lessons for closing the financial gaps between finance providers and SMEs, and contributed to debates at the GLF Finance Pavilion.Session organized by TFBI/FTA at the GLF Forest Pavilion - Bonn, Germany (December 2017).",,,,,
465,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000089,,"•Bioversity International: Dataset from 20 years of measurement of tropical forest regeneration is completed, but the data verse will be ready in 2018 or 2019.•ICRAF: The green-rubber project activities have delivered all promised outputs. In Latin America, land system analysis for the challenges and perspectives have been published. In the Philippines, formulation of comprehensive land use plans of local government units for the Biodiversity and Watersheds Stronger Economy and Ecosystem Resilience has been reported.•INBAR: Training for government and civil society from Ethiopia, Kenya, Rwanda and Uganda on bamboo remote sensing classification tool has been completed, while the map and paper on assessment and land cover classification will be extended to 2018. The rattan assessment report will be conducted in two phases: Biophysical analysis and value-chain analysis.•CATIE: The importance of ecosystem services provided by tank bromeliads in coffee and cocoa plantations in Nicaragua (PhD thesis) will be extended as the second round data has been collected and the insects are in the process of being identified.60% completed, and the rest will be extended.",,,,,
466,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000090,,"•ICRAF: Completed Output – guideline for Market Intervention for Agroforestry Commodity (MATRIC). The guidebook/manual on Conducting Vulnerability Assessments in the Philippines is cancelled due to changes on the project focus.•CATIE: Book of propagation protocols of trees from Colombian tropical dry forest: All sheets of plant species are nearly finished, and the book will be extended to 2018.50% completed, 25% extended, 25% cancelled",,,,,
467,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000091,,"Output 4.1.3a Output 4.1.3b: Output 4.1.3c",,,,,
468,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000092,,"•ICRAF: Published maps assessing rainwater harvesting potential in Dar Sila region, Chad in liaison with Chad authorities, and held a training for rainwater harvesting and soil conservation attended by 100 farmers and 30 extension staff in June–July 2017. Published an article on farm types and farmer motivations to adopt sustainable agricultural interventions in rubber in Southwest China. In Indonesia, conducted a study on profitability analysis and value chain for main-commodities in Pasuruan, East Java. The profitability study will be used to further contract with farmers in the upstream and middle-stream areas of Pasuruan District.•CIFOR: Briefs and a paper for integrated research in development for improved livelihoods program in Northern Province Zambia are in progress.80% Completed",,,,,
469,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000093,,"ICRAF: From the planned 10 articles to be published in the special issues of IJBSESM, 9 articles have been delivered as well as one title for a working paper.Bioversity: All studies on Coffee Landscape in Central America and Gender study for forest innovation in India (blog, paper and info brief) have been completed.80% Completed",,,,,
470,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000094,,"CIFOR: An article on the association of recent loss of closed with Ebola virus has been published; the report will be extended to April 2018. For the food security project, several blogs and articles have been published, and activities held at international events; the remaining 2 articles and 3 briefs will be extended to 2018. Further articles on Forest foods and healthy diets and bushmeat and human health have been published. Two booklets on wild food and traditional food ways in Kamashi, Ethiopia and Loba Province, Burkina Faso have been produced.CATIE: A Brief on Importance of traditional fruit in conservation and livelihoods has been produced in Spanish.Bioversity: paper on Protocol for the analysis of variation in nutrients in the seeds of the tree Parkia biglobosa and wild forest foods in timber concessions have been produced.90% Completed",,,,,
471,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000095,,"CATIE: Tools and final documents of importance of diversification (fruit and trees) in livelihoods Bioversity: Conducted training on household methodologies in Nairobi (28 Aug– 1 Sept, 2017) and initiated protocol development; however, because Tier 3 was not funded, the tool for mobilizing household methodologies for gender-equitable restoration was cancelled. However, an article on Motivations and Approaches for Socio-ecological Restoration to the Restoration Ecology was submitted. In the Congo Basin, a writeshop for was held to finalize publications of data collected in Gabon, Cameroon and DRC as part of the management and governance to produce food alongwith timber from forest landscapes.90% Complete - 10% Cancelled",,,,,
472,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000096,,"The investigation of functional diversity in agroforestry systems was cancelled due to lack of funding.",,,,,
473,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000097,,"ICRAF: Across the three countries (the Philippines, Indonesia and Vietnam), the Smart Tree-Invest projectadvocates mainstreaming the CIS concept as it provides a new way to involve stakeholders in environmental stewardship, not only through financial incentives but also through other measures that can benefit smallholders and maintain the quality of environment. The impact story is published on YouTube.CATIE: Two workshops were organized to promote lessons learned of the Nicaragua-Honduras Sentinel Landscape, and product validation in use with participatory research under the MAP project was completed.BIOVERSITY: Completed a diagnostic study on diversity assessment of NTFPs using four cell analysis and a report that was presented at Tropentag in September 2017 (ICRAF Blog) on using the 5-Capitals methodology to assess and create gender-sensitive baseline data on poverty status among NTFP collectors.85% Completed",,,,,
474,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000098,,"ICRAF: Completed a study on trends, drivers of change and possible solutions to address deforestation and loss of forest habitat in the Kenya- Somalia cross border area and a report on The Biodiversity Management Programme in the horn of Africa (BMP).CATIE: Shade Motion software, which can calculate the position, shape and accumulation of shadows of trees, is ready online. Organized an international workshop for strengthening capacities for the management of secondary forests in Nicaragua, and conducted two workshops on coffee adaptation for extensions and technicians from the Central American region.INBAR: Conducted training on bamboo sustainable management and value addition, attended by 340people (89 women and 251 men).",,,,,
475,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000099,,"BIOVERSITY: A guide for community-based biodiversity monitoring was postponed due to limited FTA budget support, but the report of good practices for equitable Joint Forest Management has been completed.ICRAF: Completed a program in the Tana-Kipini-Laga Badana Bush Land and Seascape.INBAR: One guideline on bamboo resource management will be postponed to 2018.90% Completed",,,,,
476,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000100,,"The simulation tool CarboScen is an open-access tool built to assess carbon implications of land-use scenarios in collaboration with stakeholders. It helps to develop future scenarios of landscape management and decision-making processes in collaborative work with stakeholders. Published two scientific papers describing the tool: CarboScen: a tool to estimate carbon implications of land‐use scenarios and Can conservation funding be left to carbon finance? as well as a blog.",,,,,
477,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000101,,"Published several publications on adaptation/mitigation synergies in local initiatives, national policies, policy networks, global funding and global science. Examples include: doi:10.1016/j.envsci.2016.11.004, doi:10.1007/s00267-015-0605-y, doi:10.1002/wcc.357,doi:10.17528/cifor/005624,doi:10.17528/cifor/005683, doi:: 10.3390/f5082016,doi: 10.11144/Javeriana.AyD18-35.msas, doi: 10.3390/f2010431",,,,,
478,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000102,,"A considerable increase of genetic, phenotypic, environmental and production system data have been collected in 2017 with ongoing analysis. However, they have not yet all been made publicly available and therefore achievement of the milestone has been extended to 2018",,,,,
479,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000103,,"•Chicken research project report to BMGF  [http://hdl.handle.net/10568/96140]•Dairy research project report to BMGF [http://hdl.handle.net/10568/96139]",,,,,
480,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000104,,"Breeding scheme are now developed for small ruminants [http://hdl.handle.net/10568/96129]. In chicken and dairy cattle, it was not possible to be achieved as it required information from milestone 1.2.1 which only became available end of 2017. Achievement of milestone 1.2.2 has therefore been extended to 2018 to finalize the breeding schemes development and to 2019 for their piloting in countries.",,,,,
481,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000105,,"Protocols [http://hdl.handle.net/10568/89115] completed for chicken [http://hdl.handle.net/10568/96140] and dairy cattle [http://hdl.handle.net/10568/96139] but remain to be developed for sheep in 2018. Genome editing facility [http://hdl.handle.net/10568/91999] was established at ILRI Nairobi. Poultry breeding facility at ILRI Addis built in 2017, to be opened in 2018.",,,,,
482,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000106,,"Completed for dairy cattle and chicken. •Chicken research report to BMGF  [http://hdl.handle.net/10568/96140]•Dairy research report to BMGF  [http://hdl.handle.net/10568/96139]•Public-private partnerships  [http://hdl.handle.net/10568/73292]•Dairy performance centre. [http://hdl.handle.net/10568/81352]",,,,,
483,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000107,,"A set of 13 policy guidelines (AU-IBAR embargoed, available on request) on access and benefit sharing of animal genetic resources. Progress was also achieved on the development of guidelines on institutional arrangements needed for certification of breeding rams/bucks in Ethiopia [http://hdl.handle.net/10568/96128]. However, in case of pig breeding in India the relevant linked activity (workshop) has now been postponed to 2018, and therefore the milestone is extended.",,,,,
484,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000108,,"The participatory epidemiology and gender assessment tool has been used in new countries, but formal publication of the tool which reflects recent optimisation has been delayed by the review process. Three papers linked to experiences of using the tool [http://www.livestockdialogue.org/fileadmin/templates/res_livestock/docs/2017_Addis/posters/10M-Participatory_Epidemiology_and_Gender__PEG__tool_to_identify_disease_constraints.pdf] are expected for 2018. The tool and evidence generated resulted in posters [http://hdl.handle.net/10568/89008], including one [http://hdl.handle.net/10568/88199] presented at an international conference. The modelling framework to be used for the risk models has been agreed with FP5, and surveillance data from Uganda and Vietnam received. But additional data collection from farms is needed in 2018 in order to finish parametrizing the model.",,,,,
485,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000109,,"Initiating an important component of the work was significantly delayed due to the CGIAR financial arrangements which resulted in late disbursement of W1/2 funds to the implementing partner, SLU, which cannot pre-finance its activities. Despite this, progress was made and the milestone will be completed in 2018.",,,,,
486,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000110,,"A protocol was established in late 2017 (for antibiotics only) but a manuscript to make it available in the public domain was still in preparation. It will be published in 2018.",,,,,
487,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000111,,"During 2017 internal quality checks on different PPR vaccine formulations were completed with satisfactory results. Completing the milestone has been delayed by the requirement for external quality control testing by the Pan-African Vaccine Centre of the African Union, to which the vaccine batches were submitted at the end of 2017.",,,,,
488,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000112,,"Each of the three components of the milestone had to be extended for the following reasons:a) ECF vaccine related data on immunogenicity trials with some antigens and on new candidate antigens were produced, but this part of the milestone had to be extended to complete publication of the resultsb) Efficacy testing of the Ben-1 live CBBP vaccine was completed, but results are currently subject to a confidentiality agreement. The PPR vaccine was not ready in time to start animal experiments in 2017. This will now be completed under the new EU-IFAD funded project.  c) Contractual discussions with a private sector company that is interested in commercial production of a novel ELISA diagnostic test for CBPP [https://www.ncbi.nlm.nih.gov/pubmed/27053669] were not finalized as anticipated and have continued into 2018.",,,,,
489,1,1900-01-01 00:00:00,2200-01-01 00:00:00,3000113,,"A review of the availability and manufacturing capacity of veterinary vaccines in Mali, Ethiopia, Kenya, Tanzania, Uganda and Vietnam was completed, but is under review for publication, so milestone is extended to 2018.",,,,,
