pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
223,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2744,"Uptake and use of gender research approaches and tools from the project “GENNOVATE” by agriculture researchers worldwide",,,,"GENNOVATE is a global comparative research initiative across 11 CGIAR Research Programs that addresses the question of how gender norms and agency influence men, women, and youth to adopt innovation in agriculture and natural resource management. Findings from this work are being taken up by international and national agricultural researchers and impacting how they how they target, plan and realize their research work to better reach men, women and youth.  ","2 - Principal","1 - Significant","2 - Principal","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2744&cycle=Reporting&year=2018","0 - Not Targeted","2744_63"
224,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2746,"Adoption of improved rice management practices in Southeast Asia",1581,"IRRI contribution to RICE Flagship Project 3",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2746&cycle=Reporting&year=2018",,"2746_189"
225,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2747,"Drill-sown direct seeded rice in Nepal",1581,"IRRI contribution to RICE Flagship Project 3",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2747&cycle=Reporting&year=2018",,"2747_189"
226,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2748,"Adoption of Premium Quality Rice varieties BRRI Dhan 50 and BRRI Dhan 63 in Bangladesh",1573,"IRRI contribution to RICE Flagship project 5",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2748&cycle=Reporting&year=2018",,"2748_189"
227,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2749,"Adoption of flood-tolerant rice varieties in Bangladesh (sub1)",1573,"IRRI contribution to RICE Flagship project 5",,"In the flood-prone areas of Northern Bangladesh, adoption of flood-tolerant varieties decreased rice production damage by flood, thereby increasing profitability, ensuring food security and reducing poverty. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2749&cycle=Reporting&year=2018","2 - Principal","2749_189"
228,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2750,"Adoption of '1 Must Do - 5 Reductions' rice management practices in Vietnam",1581,"IRRI contribution to RICE Flagship Project 3",,"In Vietnam, 1 Must 5 Reductions (1M5R) is certified by a Presidential decree (532-QD-TT-CLT) as the national policy to promote best management practices in lowland rice cultivation. The use of 1M5R focused on reduction of seed and pesticide inputs. This management reduced the production costs by 23% reducing the production by 203 US$/ha per season, and generating 19% additional income, 175 US$/ha more. The adoption of this technology was 28% more beneficial compared to farmers who did not follow 1M5R.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2750&cycle=Reporting&year=2018","1 - Significant","2750_189"
229,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2751,"Faster farmer replacement of improved wheat varieties provides resilience and income; laid a foundation for Ethiopian wheat self-sufficiency",,,"Agronomic practices and rusts-resistant varieties also relevant to other East African countries.","Building on past successes facilitating adoption of improved wheat seed with higher on farm yields, and support for disease monitoring and diagnostics, CGIAR (WHEAT, PIM) researchers identified necessary conditions to allow farmers to more rapidly replace traditional varieties with improved varieties. This contributes to improved resilience and incomes among Ethiopian wheat farmers, and laid a foundation for Ethiopia's goal of wheat self-sufficiency. ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2751&cycle=Reporting&year=2018","0 - Not Targeted","2751_62"
230,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2752,"Adoption of smart-valley approach in Benin and Togo",1578,"AfricaRice contribution to RICE Flagship Project 3",,"In order to improve water control and soil management and increase the productivity of rice, a new technology (smart-valley approach) was introduced in Benin and Togo since 2010. This study assessed its adoption, the diffusion and impact of smart-valley approach among 590 farming households. Adoption increased from 110 ha in 2012 to 474 ha in 2014. Adoption increased yield by 0.9 tons ha⁻¹, and net income by USD 267 per hectare. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2752&cycle=Reporting&year=2018","1 - Significant","2752_189"
231,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2753,"Impact of Submergence-Tolerant Rice Varieties on Smallholders' Income and Expenditure: Farm-Level Evidence from Bangladesh",1584,"IRRI Contribution to RICE Flagship Project 1",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2753&cycle=Reporting&year=2018",,"2753_189"
232,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2754,"Production and dissemination of quality seed of new rice varieties in South Asia",1584,"IRRI Contribution to RICE Flagship Project 1",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2754&cycle=Reporting&year=2018",,"2754_189"
233,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2756,"Assessment of functioning of multi-stakeholder platforms in Africa",1569,"AfricaRice Contribution to RICE Flagship Project 1",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2756&cycle=Reporting&year=2018",,"2756_189"
234,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2757,"Empowerment of rural women in Cote d'Ivoire and Madagascar",1569,"AfricaRice Contribution to RICE Flagship Project 1",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2757&cycle=Reporting&year=2018",,"2757_189"
235,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2758,"Seed and variety dissemination roadmaps in Africa",1569,"AfricaRice Contribution to RICE Flagship Project 1",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2758&cycle=Reporting&year=2018",,"2758_189"
236,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2759,"Female participation in adoption and sowing of improved rice varieties.",1571,"CIAT Contribution to RICE Flagship Project 1",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2759&cycle=Reporting&year=2018",,"2759_189"
237,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2760,"Adoption of healthy rice seedling practices in CSISA-project areas Bangladesh",1581,"IRRI contribution to RICE Flagship Project 3",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2760&cycle=Reporting&year=2018",,"2760_189"
238,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2761,"Mechanization (use of reaper-harvester) in Nepal",1581,"IRRI contribution to RICE Flagship Project 3",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2761&cycle=Reporting&year=2018",,"2761_189"
239,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2762,"Use of RiceAdvice decision support tool in Sub-Sahara Africa",1581,"IRRI contribution to RICE Flagship Project 3",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2762&cycle=Reporting&year=2018",,"2762_189"
240,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2763,"Quantifying the impacts of the use of potentially new herbicides in Bangladesh",1581,"IRRI contribution to RICE Flagship Project 3",,,,,,"https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2763&cycle=Reporting&year=2018",,"2763_189"
241,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2764,"Factors driving large-scale adoption of sustainable intensification practices in the Indo-Gangetic Plain (Cereal Systems Initiative for South Asia - CSISA)",,,,"Research by the CIMMYT-led Cereal Systems Initiative for South Asia (CSISA) under WHEAT and RICE identified proven factors and business models that positively impacted farmers’ adoption of sustainable intensification and climate smart farming practices. These findings and pilots built on them, when scaled up, help government agencies prioritize the portfolio of climate smart agricultural practices that can maximize crop productivity, profitability and input use efficiency, while improving farmer capacity and reducing the environmental footprint.","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=2764&cycle=Reporting&year=2018","2 - Principal","2764_62"
242,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2767,"Improved cattle feeding practices in nine Kenyan counties, resulting in increased milk productivity for close to 80,000 farmers, with likely improved income and livelihoods",750,"Activity 5.4.4 Livestock Market System Performance
It corresponds to the product line on 'Menu of organizational and business models for improved livestock value chain performance'
","The dairy value chain work focused in nine counties: Migori, Kisumu, Vihiga, Siaya, Busia, Homa Bay, Taita Taveta, Kitui and Makueni.  It is applicable to other non-traditional dairy farming areas.","From 2015-2018, the Accelerated Value Chain Development project aimed to support the dairy sector in non-traditional dairy regions of Kenya. A key constraint to milk production is feed. Using the Feed Assessment Tool (FEAST) tool, Brachiara grass was identified as the most suitable feed option. The second step included its dissemination and improving its use including commercialisation. These activities resulted in an increase in milk production per cow, with likely positive effects on income and other aspects of farmers' livelihoods. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2767&cycle=Reporting&year=2018","1 - Significant","2767_60"
243,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2768,"Impact evaluation of nutrition sensitive intervention scaled up through preschools",344,"Evidence of impacts, impact pathways, synergies and cost-effectiveness of nutrition-sensitive agricultural programs",,"The World Bank and the Government of Malawi agreed in June 2018 to scale-up a nutrition-sensitive intervention based on results from an IFPRI-led impact evaluation which showed that preschools can be an effective platform for delivering a nutrition-sensitive agricultural intervention. This will start in 2019.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2768&cycle=Reporting&year=2018","0 - Not Targeted","2768_59"
244,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2769,"Inter-ministerial Ordinance 284/2018 (Brazil) and new “sociobiodiversity label” incentivize farmers to continue growing and selling local species via institutional procurement and alternative market channels",331,"Policy process analysis and policy engagement",,"Innovative multi-sectoral policy platforms bring together the environment, agriculture and health sectors. In Brazil, partners mainstreamed nutritious food biodiversity into policies that support smallholder farmer livelihoods, local agriculture, and improved nutrition, with a focus on institutional procurement.

","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2769&cycle=Reporting&year=2018","0 - Not Targeted","2769_59"
245,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2773,"Evaluation of a water management training program in Tajikistan leads to redesign to target women farmers and informs Feed the Future Learning Agenda(WLE-IWMI)",511,"Water and irrigation in Central Asia (Bilateral activity cluster)",,"United States Agency for International Development(USAID) re-oriented an irrigation investment in Tajikistan to include women, based on results of a study by the CGIAR Research Program on Water, Land and Ecosystems (WLE) and partners. The study evaluated the effectiveness of a water management training program. While the training is indeed effective in improving crop and water management, women were excluded from training despite their growing role in water management, as men migrate away and out of farming. ","2 - Principal","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2773&cycle=Reporting&year=2018","0 - Not Targeted","2773_58"
246,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2775,"Annual Agriculture Nutrition and Health Academy Week strengthens interdisciplinary research capacity among individuals from low- and middle-income research institutions ",359,"Improving awareness and understanding of interactions between agriculture and human health and building inter-sectoral collaboration to address complex challenges",,"The Agriculture, Nutrition and Health Academy Week has helped convene a global community of researchers and research users working on agriculture, nutrition, and health challenges. Since 2016, A4NH have co-organized this annual event with the London School of Hygiene and Tropical Medicine (LSHTM).  These events have enhanced individual capacity of early career researchers from low- and middle-income countries in terms of research involvement and skills and filled a gap in networking and mutual learning opportunities around agriculture, nutrition, and health","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2775&cycle=Reporting&year=2018","1 - Significant","2775_59"
247,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2776,"Mobile phone-based surveillance system implemented in Turkana County, Kenya has improved the delivery of animal health and food safety interventions in the county",340,"Technological and institutional innovations for assessing, communicating and mitigating food safety risks designed and tested, with capacity building (Product Lines)","Turkana County","In partnership with the Department of Veterinary Services (DVS), Turkana County, Kenya, we developed and deployed a mobile phone-based surveillance system for livestock diseases and syndromes. It has been used to collect and analyse livestock disease data and abattoir records. The DVS has budgeted for its costs of implementation and appointed technical personnel to run the system. Towards the end of 2018, the DVS used the maps generated by the system to inform the distribution of veterinary vaccines and drugs.     ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2776&cycle=Reporting&year=2018","0 - Not Targeted","2776_59"
248,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2778,"Use of global rice sustainability standards ",1581,"IRRI contribution to RICE Flagship Project 3",,"The Sustainable Rice Platform (SRP) Standard for Sustainable Rice Cultivation is the world’s first voluntary sustainability standard for rice.
The Standard defines a set of key requirements with different levels of performance allowing for a stepwise improvement and compliance process. Many of the over 80 SRP members are testing, adopting, and implementing the SRP standards in different parts of the world. Full details are available on the SRP website at: http://www.sustainablerice.org/Resources/#local-action.","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=2778&cycle=Reporting&year=2018","1 - Significant","2778_189"
249,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2780,"East African Community (EAC) uses aflatoxin technical papers to prepare aflatoxin policy briefs that are endorsed by the Council of Ministers of the EAC. ",342,"Technological and institutional innovations for assessing and mitigating food safety risks related to aflatoxins designed and tested, including capacity building",,"For the East African Community (EAC), IITA prepared 11 Technical Papers (TPs) on key sectoral issues impacted by aflatoxins. All available evidence of each sector was comprehensively reviewed, and action plans recommended to manage the impacts. Establishment and sharing of this knowledge base laid the foundation for policies to address the aflatoxin-related food safety issues. The TPs guided the EAC secretariat to prepare nine policy briefs that were endorsed by the EAC Council of Ministers and publicly released. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2780&cycle=Reporting&year=2018","0 - Not Targeted","2780_59"
250,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2782,"Aflasafe products to reduce aflatoxin crop contamination are now registered in eight countries—three new countries in 2018  ",342,"Technological and institutional innovations for assessing and mitigating food safety risks related to aflatoxins designed and tested, including capacity building","Aflasafe products will be registered in the next couple of years in additional nations. ","In 2018, Aflasafe products were registered in Ghana, Zambia, and Tanzania — two products per country. Each Aflasafe product contains four native atoxigenic Aspergillus flavus strains. Registration was granted based on results of hundreds of farmer field efficacy trials, in multiple agroecological zones, during multiple years. Aflatoxin reductions in treated crops ranged from 80% to 100% less compared to untreated adjoining crops. Scaling activities in each country have begun and include development of commercialization strategies, manufacturing infrastructure, and technology transfer.
","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2782&cycle=Reporting&year=2018","0 - Not Targeted","2782_59"
251,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2783,"Assessment of the use of Participatory Integrated Climate Services for Agriculture (PICSA) approach by farmers to manage climate risk in Mali and Senegal",266,"[Flagship Leader] FP4: Engagement, synthesis and support",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2783&cycle=Reporting&year=2018",,"2783_56"
252,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2784,"Strengthening climate services for the food security sector",266,"[Flagship Leader] FP4: Engagement, synthesis and support",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2784&cycle=Reporting&year=2018",,"2784_56"
253,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2785,"Implementación de Servicios Integrados Participativos de Clima para la Agricultura (PICSA) en el TESAC - Cauca Colombia",266,"[Flagship Leader] FP4: Engagement, synthesis and support",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2785&cycle=Reporting&year=2018",,"2785_56"
254,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2787,"CGIAR Review 2018: External EC review of CCAFS",271,"[Program Management Unit] CCAFS Coordinating Unit CIAT",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=2787&cycle=Reporting&year=2018",,"2787_56"
255,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2788,"The Indian Council of Agricultural Research (ICAR) prioritized nutrition in breeding by establishing minimum levels of iron and zinc to breed in pearl millet",333,"Biofortified varieties",,"In 2018, the Indian Council on Agriculture Research established minimum levels of iron and zinc for their pearl millet breeding program, levels informed by joint research with CGIAR. This change means that all future releases of pearl millet varieties in India will be more nutritious and iron and zinc intake will improve among pearl millet consuming populations.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=2788&cycle=Reporting&year=2018","0 - Not Targeted","2788_59"
256,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2790,"The 2017 Inspire Challenge:  Innovation Strategies for Digital Agriculture",1545,"Inspire Challenge Module 3","This study of the Inspire Challenge in light of innovation strategy looked in part at countries and geographic areas targeted by digital innovators, with an eye toward identifying features of enabling environments for these data-driven solutions to take root.",,,,,"https://marlo.cgiar.org/projects/BigData/studySummary.do?studyID=2790&cycle=Reporting&year=2018",,"2790_65"
257,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2791,"Harnessing Ethiopian floodwaters helps dryland pastoralists – and the approach is being scaled up (WLE-ICRISAT)",477,"Integrated Watershed Management for enhanced productivity with sustained environmental services","Chifra, Ewa, and Yallo districts of Afar","The government of Afar state, Ethiopia, has adopted a landscape-level water spreading approach demonstrated by the CGIAR Research Program on Water, Land and Ecosystems (WLE) and partners in dry lowland areas. The approach reduces destruction from flooding and spreads water across pastures and cultivated fields, increasing their productivity. This approach has been integrated into a proposed project supported by the World Bank and International Fund for Agricultural Development.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2791&cycle=Reporting&year=2018","2 - Principal","2791_58"
258,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2792,"A revolution in solar-powered Irrigation: Solar Power as Remunerative Crop (SPaRC) model is being scaled out nationwide in India  (WLE-IWMI)",588,"ALWM investment models for livelihood benefits (Bilateral activity cluster) (IlSSI)",,"A cooperative business model developed by the CGIAR Research Program on Water, Land and Ecosystems (WLE) and partners is now formally confirmed as one of four components of a total USD 16.4 billion Indian Government farm energy program (KUSUM). Gujarat state has begun scaling out the concept; six other states have begun piloting it under KUSUM. In the model, cooperatives manage a small solar-powered grid for irrigation pumps that sell surplus power to the electric utility.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2792&cycle=Reporting&year=2018","2 - Principal","2792_58"
259,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2793,"Water planning system “Agua de Honduras” used to improve Honduran investment decisions (WLE-CIAT)",611,"Restoration of deforested areas in the Colombian and Peruvian Amazon ? socioeconomic and biophysical indicators, determinants and limitations of/for success.",,"The Government of Honduras piloted and adopted a major new data platform, “Agua de Honduras” that provides data on hydrology, vegetative cover, soil properties, along with future climate scenarios. Implemented by the Centro Internacional de Agricultura Tropical (CIAT) and contributing to the CGIAR Research Program on Water, Land and Ecosystems (WLE), the platform has been aiding water management decisions, including being used 150 times to identify rainwater harvesting sites and influencing at least one local land investment decision. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2793&cycle=Reporting&year=2018","1 - Significant","2793_58"
260,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2794,"Soil-plant spectral technology guiding soil fertility investments in Africa (WLE-ICRAF)",432,"Land Restoration Planning and Performance Management",,"Seventeen African countries are now using soil–plant spectral technology developed by CGIAR Research Program on Water, Land and Ecosystems (WLE) and partners to restore soils and boost agricultural production. The Africa Soil Information Service (AfSIS) is now being deployed for targeting soil fertility restoration strategies. Ethiopia, Ghana, Nigeria, and Tanzania have established state-of-the-art soil information systems based on the technology. NGOs and the private sector are delivering soil testing services to smallholder farmers and monitor intervention impacts on soil health.  ","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2794&cycle=Reporting&year=2018","1 - Significant","2794_58"
261,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2795,"Environmental water flows go global to support implementation of the Sustainable Development Goals (SDGs) (WLE-IWMI)",457,"Support to the roll-out of SDG monitoring and reporting by countries enhancing food security and sustainabile use of water resource use",,"CGIAR Research Program on Water, Land and Ecosystems (WLE) and partners have been leading efforts to include environmental flows (e-flows) in the SDG Indicator 6.4.2 on water stress.  WLE led the preparation of a guideline to support countries’ reporting on e-flows. This methodology is being distributed by the Food and Agriculture Organization of the United Nations (FAO) to all countries to monitor progress on SDG 6.4 on alleviating water scarcity.","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2795&cycle=Reporting&year=2018","1 - Significant","2795_58"
262,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2796,"Making the leap from drought monitoring to managing agricultural drought risks in India (WLE-IWMI)",453,"New approaches to monitoring and managing floods and droughts in India and Sri Lanka",,"The South Asia Drought Monitoring System (SADMS), created by the CGIAR Research Program on Water, Land and Ecosystems (WLE) and partners, provided real-time drought severity data at micro-level to three Indian districts. The crop yields and incomes in these areas were significantly higher than in the control areas. As a result, the Indian government and World Bank plan to scale out the model.","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2796&cycle=Reporting&year=2018","2 - Principal","2796_58"
263,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2800,"Fast-tracking maize varietal replacement in Ethiopia. ",,,,"The replacement of older, climate-vulnerable maize varieties with improved climate-resilient hybrids into stress-prone maize farming systems has contributed to improved productivity and food subsistence in Ethiopia. MAIZE has been instrumental in fast-tracking maize varietal replacement in Ethiopia through successful engagement with public- and private-sector institutions. MAIZE’s successful development and commercialization of improved maize varieties, in particular variety BH661, through projects like NuME, DTMA and WEMA, offers a valuable model for breeders, seed companies, extension agents, regulatory and policy makers. 

","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2800&cycle=Reporting&year=2018","1 - Significant","2800_63"
264,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2801,"Improved drought tolerant maize varieties led to improved yields and livelihoods in Nigeria",,,,"The Drought_Tolerant_Maize_for Africa (DTMA) project, followed by the Stress_Tolerant_Maize_for_Africa (STMA) project, have delivered valuable results to smallholder_farmers through improved drought and stress tolerant_maize varieties. Over 200 distinct drought_tolerant (DT) maize_hybrids and open_pollinated varieties (OPV) were released throughout the projects_lifetime, of which 54,000 tons of certified DT_maize_seed was produced, benefiting an estimated 5.4 million households_or 43 million people. These impacts continue into the present day_a 2018 ex-post assessment found that adoption of improved_varieties in Nigeria allowed_farmers to increased maize_grain_yield by 574_kg/ha_(32%).
","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=2801&cycle=Reporting&year=2018","0 - Not Targeted","2801_63"
265,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2804,"Cocoa of Excellence Programme provided visibility and improved processing techniques and final quality",806,"4. Biodiversity, safeguarding and conservation","The Cocoa of Excellence Programme involves more than 50 cocoa producing countries. Country per Regional Area. Africa and Indian Ocean: Cameroon, Congo DRC, Congo Rep, Cote d?Ivoire, Equatorial Guinea, Ghana, Madagascar, Nigeria, Sao Tome and Principe, Sierra Leone, Tanzania, Togo. Asia, Pacific and Australia: Australia, Fiji, India, Indonesia, Malaysia, Papua New Guinea, Philippines, Samoa, Solomon Islands, Vanuatu, Vietnam. Central America and Caribbean: Costa Rica, Dominica, Dominican Republic, Ecuador, Grenada, Guatemala, Haiti, Hawaii, Honduras, Martinique, Mexico, Nicaragua, Puerto Rico, Trinidad and Tobago, El Salvador. South America: Bolivia, Brazil, Colombia, French, Guyana, Peru, Venezuela.","The Cocoa of Excellence Programme has been recognized by participants in facilitating connection between cocoa producers and other relevant stakeholders, providing not only an international platform and major visibility, but also tools to improve fermenting and roasting techniques. The Programme is considered a unique way to promote cocoa diversity and expression of terroir, putting at the centre the cocoa producer. The promotion of high quality cocoa linked to the work done at farm level has potential to improve farmers livelihood in the long term.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=2804&cycle=Reporting&year=2018","0 - Not Targeted","2804_61"
266,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2811,"Results Framework Review",567,"WLE Program Management Unit",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2811&cycle=Reporting&year=2018",,"2811_58"
267,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2813,"Indicator Reference Sheets",567,"WLE Program Management Unit",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2813&cycle=Reporting&year=2018",,"2813_58"
268,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2814,"CRP evaluation, outcome story and impact assessment planning",567,"WLE Program Management Unit",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2814&cycle=Reporting&year=2018",,"2814_58"
269,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2815,"Review and implementation of results-based management system",567,"WLE Program Management Unit",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2815&cycle=Reporting&year=2018",,"2815_58"
270,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2817,"CRP Thematic Evaluation: TBA after consultation",567,"WLE Program Management Unit",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=2817&cycle=Reporting&year=2018",,"2817_58"
271,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2821,"New World Organisation for Animal Health (OIE) typology of public-private partnerships in support of national veterinary services",616,"Activity 2.4.1 Animal Health Service provision",,"The World Organisation for Animal Health (OIE) is a key institution regulating international trade of livestock and livestock products. In its endeavour to strengthen veterinary service delivery, the OIE, in consultation with experts, conducted a survey on experiences with public-private partnerships (PPPs) in 181 countries to identify case stories in the field of Veterinary Services.  The CRP Livestock contributed case stories to this exercise based on tested PPP models in Kenya, Tanzania and Ethiopia.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2821&cycle=Reporting&year=2018","0 - Not Targeted","2821_60"
272,1,1900-01-01 00:00:00,2200-01-01 00:00:00,2822,"Livestock Master Plan in Rwanda influences the government in shaping investments in the livestock sector as well as the Plan for Agriculture Transformation",740,"Activity 5.1.3 Policy Identification and generation",,"ILRI and partners have coordinated the development of Livestock Master Plans in a couple of countries, including Ethiopia as reported in 2017. In Rwanda, the work was coordinated by FAO with support from ILRI. In 2018, the document was finalised. Even through it was not officially gazetted, it has influenced the government view of the livestock sector. In particular, the evidence was reflected in the new Plan for Agriculture Transformation (PSTA4, 2018-2024).","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=2822&cycle=Reporting&year=2018","0 - Not Targeted","2822_60"
