pk_id_milestone,version,date_from,date_to,"pk",milestone_id,"milestone_title",milestone_year,"outcome_description",outcome_target_year
639,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000140-18",3000140,"Milestone 3.1.2  At least 5 new MLN tolerant hybrids released or recommended for release, and at least 10 new MLN-tolerant hybrids under National Performance Trials (NPTs) in MLN-endemic countries in eastern Africa",0,"Outcome 3.1 Increase in the rate of genetic gain for grain yield (as measured in breeders' trials) in rainfed, climate-vulnerable environments of SSA from 0.6% to 1.2% annually, and from ≤1% to at least 1.75% in Asia and LA (linked to MAIZE FP2 and EiB Platform)",0
640,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000141-18",3000141,"Milestone 3.1.3  Germplasm diversity, yield potential, stress tolerance, input use efficiency and agronomic architecture of tropical MAIZE germplasm improved through temperate (Ex-PVP) germplasm introgression.",0,"Outcome 3.1 Increase in the rate of genetic gain for grain yield (as measured in breeders' trials) in rainfed, climate-vulnerable environments of SSA from 0.6% to 1.2% annually, and from ≤1% to at least 1.75% in Asia and LA (linked to MAIZE FP2 and EiB Platform)",0
641,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000142-18",3000142,"Milestone 3.2.1  MAIZE Atlas, along with a functional MLN Phytosanitary Community of Practice and MLN Web Portal, effectively disseminate latest updates on major transboundary pathogens and best management practices. ",0,"Outcome 3.2 Effective pest/disease surveillance, monitoring and diagnostics protocols / procedures for controlling the spread and impact of existing/emerging threats (e.g., MLN), established in SSA",0
642,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000143-18",3000143,"Milestone 3.2.2 Systematic studies on seed transmission of MLN pathogens, especially MCMV, initiated in partnership with ARIs (USDA/Ohio State University, Univ. of Minnesota) and KALRO.",0,"Outcome 3.2 Effective pest/disease surveillance, monitoring and diagnostics protocols / procedures for controlling the spread and impact of existing/emerging threats (e.g., MLN), established in SSA",0
643,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000144-18",3000144,"Milestone 3.2.3  An integrated pest management strategy designed for effectively tackling two invasive pests on maize in SSA – Fall Army Worm and Spittlebugs.",0,"Outcome 3.2 Effective pest/disease surveillance, monitoring and diagnostics protocols / procedures for controlling the spread and impact of existing/emerging threats (e.g., MLN), established in SSA",0
644,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000145-18",3000145,"Milestone 3.3.1  At least 300 hybrids and 30 OPVs with high levels of micronutrients and desirable grain quality traits evaluated in multiple locations for agronomic performance and nutrient levels.",0,"Outcome 3.3 Nutritious maize hybrids/varieties with superior agronomic performance and desirable gender-informed traits (processing properties, palatability and storability) adopted in targeted geographies in SSA, Asia and LA",0
645,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000146-18",3000146,"Milestone 3.3.2  Robust, high-throughput tools/techniques for assessing different nutritional and end-use quality traits developed, validated and disseminated to increase cost-effectiveness and to speed-up the varietal development process.",0,"Outcome 3.3 Nutritious maize hybrids/varieties with superior agronomic performance and desirable gender-informed traits (processing properties, palatability and storability) adopted in targeted geographies in SSA, Asia and LA",0
646,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000147-18",3000147,"Milestone 3.4.1  High throughput field-based phenotyping tools, high-throughput genotyping for trait-linked markers, doubled haploid technology, and decision support tools integrated into MAIZE breeding programs for increasing genetic gains, improving bre",0,"Outcome 3.4 Reduction in product development and elite line recycling time and costs through integration of novel tools/technologies in breeding programs.",0
647,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000148-18",3000148,"Milestone 3.4.2 A new open-source image analysis program developed by University of Barcelona (MAIZE partner) for disease phenotyping validated in a range of field environments.",0,"Outcome 3.4 Reduction in product development and elite line recycling time and costs through integration of novel tools/technologies in breeding programs.",0
648,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000149-18",3000149,"Milestone 3.4.3  MAIZE partners‘ capacity for generating high-quality multi-location phenotyping data for major abiotic (drought; heat) and biotic  stresses improved. ",0,"Outcome 3.4 Reduction in product development and elite line recycling time and costs through integration of novel tools/technologies in breeding programs.",0
649,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000150-18",3000150,"Milestone 3.5.1  Parental lines of at least 200 improved MAIZE pre-commercial hybrids (Stage 4) evaluated for flowering synchronization, seed producibility, herbicide sensitivity, and other desirable agronomic traits.  ",0,"Outcome 3.5 Reduced cost of seed production (= reduced ""cost of goods sold or COGS"") of newly developed and released maize varieties.",0
650,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000151-18",3000151,"Milestone 3.5.2 Gender and socio-economic considerations included when designing crosses for developing products, seed production research and determining recommendation domains.",0,"Outcome 3.5 Reduced cost of seed production (= reduced ""cost of goods sold or COGS"") of newly developed and released maize varieties.",0
651,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000152-18",3000152,"Milestone 3.6.1  Availability and affordability of MAIZE-derived novel varieties improved in target geographies in partnership with an array of seed companies in SSA, Asia and LA. ",0,"Outcome 3.6 Enhanced adoption of climate resilient and nutritious maize varieties by smallholder farmers in stress-prone rainfed environments of SSA, Asia and LA providing better yields and stability",0
652,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000153-18",3000153,"Milestone 3.6.2  Targeted efforts by MAIZE seed systems teams lead to replacement of at least 10-15 obsolete (15/20+ year old) varieties with recently derived improved MAIZE varieties.",0,"Outcome 3.6 Enhanced adoption of climate resilient and nutritious maize varieties by smallholder farmers in stress-prone rainfed environments of SSA, Asia and LA providing better yields and stability",0
653,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000154-18",3000154,"Milestone 3.6.3  Selected Mexican maize landraces improved through participatory breeding, and special landrace-growing farming communities benefited through fair trade markets",0,"Outcome 3.6 Enhanced adoption of climate resilient and nutritious maize varieties by smallholder farmers in stress-prone rainfed environments of SSA, Asia and LA providing better yields and stability",0
654,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000155-18",3000155,"Milestone 4.1  Multi-criteria assessments taking into account environmental and social acceptability aspects, based on standardized protocols for multi-criteria assessments of advanced crop management packages (not individual technologies)",0,"Outcome 4.1 Improved understanding of farmers' livelihood strategies and their diversity, allowing NARES and extension partners to target and implement institutional and technical interventions (in collaboration with other CRPs with a systems Flagship)",0
655,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000156-18",3000156,"Milestone 4.2  Innovative tools, methods and multi-media extension materials to enhanced soil quality, nutrient and water use efficiency through participatory approaches",0,"Outcome 4.2 Decision support systems for nutrient and water management used by development partners",0
656,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000157-18",3000157,"Milestone 4.3  Increased adoption of combinations of SI strategies, resource and labour saving technologies in specific target geographies compared to 2016.",0,"Outcome 4.3 Adoption of productivity enhancing technologies by smallholder farming communities through participatory methods",0
657,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000158-18",3000158,"Milestone 4.4  Existing scaling approaches including public/ private partnership and context specific business models evaluated in target geographies leading to improve scaling models and critical scaling factors defined.",0,"Outcome 4.4. Impact at scale through adoption of SI technical innovation and practices and technical capacity   reinforcement of scaling partners",0
658,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000159-12",3000159,"Updated foresight modeling data, tools and analyses are used by CRPs and CGIAR centers",0,"Foresight models and results are used by 12 regional and national research organizations or government agencies in Africa, Asia and Latin America and global development organizations as inputs to their priority-setting (includes capacity development)",0
659,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000160-12",3000160,"Advancement of biosafety regulatory frameworks at national level",0,"Studies on policies, regulations, and investment in support of agricultural science, technology, and innovation are used by key government entities in 3 countries of collaboration (includes capacity development)",0
660,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000161-12",3000161,"Advancement of biosafety regulatory frameworks at national level",0,"Studies on policies, regulations, and investment in support of agricultural science, technology, and innovation are used by key government entities in 3 countries of collaboration (includes capacity development)",0
661,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000162-12",3000162,"Data and analyses of agricultural R&D are used in strategies and programming decisions in national agricultural research organizations",0,"Budget allocations for agricultural research exceed projections of the 2012-2016 trend in 5 CGIAR countries of collaboration (includes capacity development)",0
662,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000163-12",3000163,"Data and analyses of agricultural R&D are used in strategies and programming decisions in national agricultural research organizations",0,"Budget allocations for agricultural research exceed projections of the 2012-2016 trend in 5 CGIAR countries of collaboration (includes capacity development)",0
663,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000164-12",3000164,"Implementation partners use research results on innovative dissemination methods for agricultural technology",0,"In 3 countries of collaboration, adoption of selected promising technologies and management practices is 20% above counterfactual without supportive technology dissemination innovations and policies (includes capacity development)",0
664,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000165-12",3000165,"Implementation partners use research results on innovative dissemination methods for agricultural technology",0,"In 3 countries of collaboration, adoption of selected promising technologies and management practices is 20% above counterfactual without supportive technology dissemination innovations and policies (includes capacity development)",0
665,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000166-12",3000166,"Implementation partners use research results on innovative dissemination methods for agricultural technology",0,"In 3 countries of collaboration, adoption of selected promising technologies and management practices is 20% above counterfactual without supportive technology dissemination innovations and policies (includes capacity development)",0
666,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000167-12",3000167,"Evidence on the constraints and opportunities for raising agricultural growth and rural incomes considered by governments via policy fora in 2 countries",0,"Governments in at least 3 countries use tools and evidence on the economy-wide factors affecting rural transformation to develop policies that are better targeted towards raising agricultural growth and rural incomes (includes capacity development",0
667,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000168-12",3000168,"Government policy analysis units in 2 countries receive training on data and tools to evaluate the economywide factors affecting agricultural and rural policies",0,"Governments in at least 3 countries use tools and evidence on the economy-wide factors affecting rural transformation to develop policies that are better targeted towards raising agricultural growth and rural incomes (includes capacity development",0
668,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000169-12",3000169,"Evidence on the ways that alternative (agricultural and non-agricultural) public expenditures and public services contribute to agricultural development and rural welfare considered by governments and civil society via policy fora in 1 country",0,"Governments in at least 3 countries use empirical evidence and quantitative methods to modify their allocation of public resource towards better targeted investments favoring inclusive agricultural growth and rural transformation (includes capacity development)",0
669,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000170-12",3000170,"Evidence is used to support changes in trade policy and/or regulations with global and regional implications in 1 instance ",0,"Evidence is used to support changes in trade policy and/or regulations with global and regional implications in 3 instances (includes capacity development) ",0
670,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000171-12",3000171,"Postharvest losses by source are quantified, leading to prioritization of actions in priority value chains in CGIAR countries of collaboration ",0,"Research and development organizations use PIM tools to address postharvest losses in 10 countries, including 5 CGIAR countries of collaboration (includes capacity development) ",0
671,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000172-12",3000172,"The main distortions in international and national markets and priority interventions for major 5 value chains in CGIAR countries of collaboration are identified ",0,"Research and development organizations use PIM tools for value chain analysis and development in 20 instances in 6 CGIAR countries of collaboration (includes capacity development) ",0
672,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000173-12",3000173,"Evidence is used in policy discussions of national social protection programs and policies in 2 countries",0,"National social protection programs and policies are modified based on evidence in 4 countries, (includes capacity development)",0
673,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000174-12",3000174,"New insurance products are tested at scale with implementation partners in 1 CGIAR country of collaboration",0,"New insurance products are being used by smallholder farmers in 3 countries, including 2 CGIAR countries of collaboration (includes capacity development) ",0
674,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000175-12",3000175,"New social protection implementation mechanisms are tested in 2 countries",0,"Improved social protection innovations provide food and nutrition benefits to poor households in 3 countries (includes capacity development)",0
675,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000176-12",3000176,"The toolbox of methods for tenure research is used by researchers ",0,"Evidence informs natural resource governance and tenure policy processes/implementation in 12 countries (includes capacity development)",0
676,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000177-12",3000177,"An M&E system to track progress towards tenure security policy reforms is operationalized in 3 African countries",0,"Evidence informs natural resource governance and tenure policy processes/implementation in 12 countries (includes capacity development)",0
677,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000178-12",3000178,"In collaboration with policy makers, innovative tenure security-enhancing innovations are tested across relevant contexts in 2 countries",0,"Tenure security is improved for beneficiaries in 6 countries, with detailed documentation for 2 (includes capacity development)",0
678,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000179-12",3000179,"Opportunities for landscape governance work across CRPs are agreed upon and initiated ",0,"Improved landscape-level governance arrangements are implemented in 6 countries, with more productive and equitable management in at least 2 (includes capacity development)",0
679,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000180-12",3000180,"PIM gender research methods and guidelines are used by CGIAR researchers and partner research organizations in 3 countries ",0,"National researchers use improved gender research methods in 5 countries (includes capacity development)",0
680,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000181-12",3000181,"Gender equity enhancing recommendations from case studies are synthesized and discussed with policy makers in 2 countries ",0,"Gender dimensions of policies are strengthened in 4 countries (includes capacity development)",0
681,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000182-12",3000182,"Research on effective interventions for empowering women in agriculture is used by 2 implementation partners",0,"Women's empowerment in agriculture increases in 3 CGIAR countries (includes capacity development)",0
682,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000183-186",3000183,"Updated rice supply-demand scenario analyses, horizon scanning, and target domains for RICE technologies identified or refined (rolling plan)",0,"Foresight analyses and priority setting used by RICE and partner scientists to develop and target technology options",0
683,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000184-186",3000184,"Measures of women empowerment quantified using RICE baseline data at key action sites study on youth's role in decision making initiated",0,"Improved role in decision making by women and youth in rice value chains as evidenced by empowerment measures at key action sites",0
684,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000185-186",3000185,"10% of key regions have at least one functional multi-stakeholder platform at key action sites",0,"Well functioning multistakeholder platforms for innovation at six action sites (Bangladesh, India, Nepal; Nigeria, Senegal, Tanzania)",0
685,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000186-186",3000186,"250-300 scholars (30% women) enrolled in advanced degree training (bachelors, masters, PhD)",0,"New cadre of young, well-trained scientists - 30% women - engaged in rice research",0
686,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000187-186",3000187,"Assessment and validation of improved seed multiplication & delivery systems for enhanced adoption of rice varieties in India, Bangladesh and Nepal",0,"Effective public and private delivery systems for seeds of improved rice varieties in six countries (Bangladesh, India, Nepal; Nigeria, Senegal, Tanzania)",0
687,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000188-186",3000188,"Adoption and impact studies on NRM technologies and/or varieties - rolling plan based on progress of technologies along the impact pathway",0,"Impacts and adoption of RICE technologies assessed",0
688,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000189-186",3000189,"Annual updates of progress and performance indicators reflective learning workshops commissioned reviews and evaluations (rolling plan)",0,"Functional and effective results-based management system for RICE and its partners",0
689,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000190-186",3000190,"Upgrading strategies developed with partners for increasing value capture by actors in two action sites",0,"Diversified enterprise opportunities through upgraded value chains at six action sites (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)",0
690,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000191-186",3000191,"Existing value chain services, finance options, and constraints identified at two action sites",0,"Income by value-chain actors increased by 10% at six action sites through improved access to financial and other services (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)",0
691,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000192-186",3000192,"Baseline surveys conducted and entry points for loss reduction/value addition identified",0,"Income by value-chain actors increased by 15% through adoption of at least one of the postharvest or value addition practices or technologies at six action sites (Bangladesh, Cambodia, Indonesia; Benin, Cote d’Ivoire, Nigeria)",0
692,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000193-186",3000193,"Rice varieties with potential for novel product development for Asia screened and markets identified for rice by-products in two action sites",0,"Functional value chains for improved processing and novel products from rice at six action sites (Bangladesh, Cambodia, Indonesia; Benin, Cote d’Ivoire, Nigeria)",0
693,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000194-186",3000194,"Farming systems analyses platform established within RICE and with other CRPs at six key action sites (Cote d'Ivoire, Madagscar, Indonessia, Bangladesh, Myanmar)",0,"Results of completed farming systems analyses used to focus development activities on key opportunities for adapting to climate risks at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)",0
694,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000195-186",3000195,"Baseline rice yield gap quantified, and constraints and opportunities identified at eight key action sites",0,"Improved management practices that reduce yield gap by 10-15% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)",0
695,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000196-186",3000196,"Benchmark indicators established for women farmers' labor use at seven action sites",0,"Value chain actors including farmers and service providers using new mechanization options designed to increase women's labor productivity at seven action sites (Nigeria, Senegal, Tanzania, Vietnam, Indonesia, Bangladesh, Myanmar)",0
696,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000197-186",3000197,"GHG emissions and carbon capture benchmarked at three action sites",0,"Improved rice management practices that reduce GHG by 5% disseminated at three action sites (Bangladesh, Philippines, Vietnam)",0
697,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000198-186",3000198,"Baseline farming system description completed at six action sites",0,"Options to diversity rice farms with other crops, animals, or trees developed and disseminated at six action sites (Cote d’Ivoire, Madagascar, Tanzania, India, Bangladesh, Myanmar) (together with other CRPs)",0
698,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000199-186",3000199,"Capacity development needs on sustainable farming systems identified among partner research organizations",0,"Increased capacity for innovation on sustainable farming systems in partner research organizations ",0
699,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000200-186",3000200,"Global array delimited, baseline information including gender mapping (FP1) and historic climate and crop performance data gathered for crop-model assisted constraint mapping (current scenario)Four sites identified in South Asia; 4 sites identified in Sou",0,"Predicted global rice production risks used to guide development and targeting of climate change-adapted technologies at least for the most vulnerable rice agroecosystems",0
700,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000201-186",3000201,"(i) Phenotyping facilities and network up and running in at least 60% of the target sites, (ii) new HTP platforms established at Mbé (HTP field-based), CIAT Palmira, and IRRI, (iii) Efficient reporting (data acquisition, quality control, annual reports, e",0,"A functional global phenotyping network composed to 30% by non-CRP partners (including self-sponsored), and genetic donors (>10) and ideotypes (2-4) adopted by breeding programs to develop climate-smart rice varieties",0
701,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000202-186",3000202,"Spatial distribution of pests and diseases and deployment of available isolines completed in at least 60% of the target sites",0,"Characterized pathogens populations and diversity used to predict varietal deployment for at least 3 major rice diseases ",0
702,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000203-186",3000203,"Genomic information obtained for populations to be phenotyped in CoA 4.2",0,"At least 5 major QTLs/genes that are stable across environment and management, for all four mega rice environments, are integrated in the respective varietal development pipelines ",0
703,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000204-186",3000204,"5-10 donors/genes achieved from GRiSP in use by breeding programs. Screening of of 100 accessions from 3 K panel each year to identify 2-3 donors for different traits (biotic, abiotic) initiated; Description of within group diversity for basmati group. Fi",0,"Rice diversity in rice gene banks used globally for identification of traits and discovery of new genes",0
704,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000205-186",3000205,"Based on GRiSP results, analysed and identified new breeding tools and resources for precision breeding, gene editing, genomic selection, breeding simulations, candidate genes (20), markers (16)",0,"Novel tools for precision biotech breeding based on genetic diversity shared open access and globally",0
705,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000206-186",3000206,"Upgraded breeding programs; and 10-15 lines from GRiSP with 5% higher yield nominated for release",0,"New rice varieties resulting in 1.3 % genetic gain in intensive systems",0
706,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000207-186",3000207,"Upgraded breeding programs; 10-20 lines from GRiSP with 5-10% higher yield nominated for release; validated traits/donors/genes for single tolerance of submergence, stagnant flooding, salinity, high/low temperatures, iron toxicity, low soil fertility, dro",0,"Rice varieties with 20, 15, 10% reduction in yield loss caused by factors induced by climate change, in mega deltas, rainfed lowlands, and uplands, respectively",0
707,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000208-186",3000208,"Consumer values estimated for grain quality traits and food products ",0,"High quality and high nutritious rice varieties that are preferred by men and women farmers and consumers ",0
708,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000209-186",3000209,"25 genes validated for C4 photosynthesis ",0,"Prototype C4 rice lines with increased yield potential available",0
709,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000210-256",3000210,"M1.4 SMART targets for traits linked with enhanced resilience of RTB populations to climate shocks formulated and included in breeding program designed for at least 2 RTB crops",0,"Outcome 1,4: At least 20% of newly developed RTB breeding populations with enhanced resilience to climatic shocks available for testing in FP2",0
710,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000211-256",3000211,"M1.5 Breeding community of practice established in collaboration with at least 15 stakeholders in 6 countries",0,"Outcome 1,5: Collaboration for more effective breeding enhanced through a breeding community of practices including at least 40 stakeholders in 10 countries",0
711,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000212-256",3000212,"M1.6 Trainings for breeders and geneticists on gender roles and consumer preferences organized",0,"Outcome 1,6: Enhanced capacity in genomic selection and advanced breeding methods of at least 150 R&D partners, of which at least 30% are female, through short and long-term trainings",0
712,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000213-256",3000213,"M2.1 Rapid multiplication techniques for seed/planting material validated for at least 2 RTB crops and framework to support best fitting options for different seed multipliers categories developed",0,"Outcome 2,1: 20,000,000 people (4,000,000 HH), of which 50% are women, increased their annual income by increasing RTB sales and diversifying market strategies",0
713,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000214-256",3000214,"M2.2 Crop-specific evidence collected on the effect of genotype, management and environment on seed degeneration rate",0,"Outcome 2,2: At least 5,000,000 HH increased their annual RTB yield by at least 10%",0
714,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000215-256",3000215,"M2.3 Gender-differentiated users-need and preferences for trait selection assessed in 4 countries and results communicated to orient breeding programs",0,"Outcome 2,3: Targeted breeding programs increased by 10% the diversity of the genetic base used (e.g. number of banana wild species used as parental lines)",0
715,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000216-256",3000216,"M2.4 At least one RTB candidate variety rich in vitamins and/or micronutrients proposed in (10) target countries for national trials",0,"Outcome 2,4: Annual production of at least one nutrient-rich RTB crop increased by 5-10% in 10 targeted countries",0
716,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000217-256",3000217,"M2.5 Climate responsive breeding targets developed for 3 RTB crops in at least 5 target environments",0,"Outcome 2,5: Capacity to deal with climate risks and extremes increased for at least 1,000,000 HH",0
717,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000218-256",3000218,"M2.6 Baseline of gender roles in seed multiplication and/or crop production and/or varietal selection available in five countries/crops",0,"Outcome 2,6: At least 35% increase in number of female and young beneficiaries of at least 500,000 HH perceive to have better control over assets and resources",0
718,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000219-256",3000219,"M2.7 Regulatory frameworks for seed production and seed quality control (including QDS) under discussion in 5 countries",0,"Outcome 2,7: Regulatory frameworks for seed production and seed quality control (including QDS) under implementation in10 countries",0
719,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000220-256",3000220,"M2.8 75 individuals (50% female) trained through long term programs (e.g. MSc and PhD students)",0,"Outcome 2,8: Every year, 8,000 R&D stakeholders (50% female) trained through short term programs on designing and implementing smallholder-oriented breeding programs and sustainable seed systems",0
720,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000221-256",3000221,"M3.1 Baseline of pest incidence and damage available for 4 countries",0,"Outcome 3.1: In areas affected by pests and diseases, RTB yield restored to pre-infection conditions for at least at least 1,500,000 farmer HH, of which at least 25% are female headed households",0
721,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000222-256",3000222,"M3.2 Global Pest Risk Analysis (PRA) available for at least 3 target RTB pests and diseases",0,"Outcome 3.1: In areas affected by pests and diseases, RTB yield restored to pre-infection conditions for at least at least 1,500,000 farmer HH, of which at least 25% are female headed households",0
722,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000223-256",3000223,"M3.3 At least 5 gender-sensitive and site-specific practices for crop, soil fertility and water management tested under diverse agro-ecologies",0,"Outcome 3.2: 1,800,000 ha of current RTB production area converted to sustainable cropping systems",0
723,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000224-256",3000224,"M3.4 Downscaled climate change models linked to insect disease modelling for at least 5 major pest/regional combinations",0,"Outcome 3.3: Capacity to deal with climate risks and extremes increased for at least 1,000,000 HH",0
724,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000225-256",3000225,"M3.5 Gender differentiated needs assessment of capacity development available in at least 8 pest/country combinations",0,"Outcome 3.4: New technologies and practices have been equally adopted women and men farmers",0
725,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000226-256",3000226,"M3.6 Cost effective diagnostic tools and protocols developed for at least 3 key pests and diseases",0,"Outcome 3.5: 25 National and 5 regional plant protection agencies with strategies for containment and management under implementation",0
726,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000227-256",3000227,"M3.7 Engagement of stakeholders in impact pathway analysis for ICM/IPDM in at least 3 cluster/country combination",0,"Outcome 3.6: Growing number of extension services (governmental org., NGOs and private sector) providing advice on improved ICM and IPDM increased",0
727,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000228-256",3000228,"M4.1 RTB value chains, including processing supply chains and fresh market chains, analyzed in 5 countries, with a gender-sensitive approach, to identify opportunities for products improvement/ development",0,"Outcome 4.1: 700,000 households, 25% of which are female headed, have increased their income by 15-20% by increasing and diversifying RTB sales (food, feed, industrial raw material and seeds)",0
728,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000229-256",3000229,"M4.3 RTB value chains analyzed in 5 countries to identify priority entry points for reducing post-harvest losses, improving storage, and stepping up waste utilization",0,"Outcome 4.3: Post-harvest physical and quality losses reduced in at least 10 countries through better post-harvest management, improved storage, and utilization of waste across RTB crops",0
729,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000230-256",3000230,"M4.4 For ongoing dissemination of OFSP, biofortified cassava, and other nutritious RTB crops: nutrition education/counseling and SBCC methodologies, partnerships, metrics and results documented and analyzed in 10 countries",0,"Outcome 4.4: Diet quality indices increased by 20% for at least 2,000,000 farmer households and urban/rural consumers",0
730,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000231-256",3000231,"M4.5 Gender analysis of RTB value chains and RTB post-harvest intervention approaches documented in 4 countries",0,"Outcome 4.5: At least 35% increase in number of women and youth beneficiaries in at least 200,000 HH who perceive to have better control over assets and resources",0
731,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3000232-256",3000232,"M4.6 RTB crops and products compliant with national nutrition and safety standards for inclusion in mainstream national nutrition programs in at least 2 countries",0,"Outcome 4.6: Food-based nutrition programs/ initiatives promoting RTB crops under implementation in at least 10 countries",0
