pk_melia_info,version,date_from,date_to,"pk",id,"title","description","commissioning_study","melia_publications","link"
133,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3391_262",3391,"Capacity development and Joint learning exercises on data management and information systems across CGIAR","In 2019 thanks to the support of two CGIAR Research Programs (CRP-Livestock and CRP-FISH) and the physical presence of some team members in Kenya, it was decided to organize the 1st technical retreat. The main objective of the Developers Retreat is to strengthen the team building and have an overview of the data architecture across CGIAR. The collaboration with OCS (OSU) team supported the effort to link corporate and research data.","CRP","https://hdl.handle.net/20.500.11766.1/09a519",
134,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3392_262",3392,"Stocktaking and Perspective Exercise on Adoption and Impact Studies","The study explores research on ex-post impact assessment studies in RTB and how this generates evidence on progress along RTB impact pathway, identifying the main gaps and possible synergies among program participants. Additionally, it proposes focus areas and possible studies for future ex-post impact assessments in order to contribute to the shaping of the cluster “CC5.1 – Foresight and Impact assessment” agenda for 2019-2021. ","RTB","Cooper, R. 2019. Stocktaking and Perspective Exercise on Adoption and Impact Studies. Rome (Italy).  CGIAR Research Program on Roots, Tubers and Bananas (RTB)",
135,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3393_262",3393,"Pathways from research on improved staple crop germplasm to poverty reduction for smallholder farmers","Innovations to improve staple crop germplasm can reduce poverty and otherwise improve farmer livelihoods through complex and multiple pathways. This study reviews the evidence for one prominent pathway—through increased incomes (in cash and kind) for poor farmers who adopt the technology.","RTB","https://doi.org/10.1016/j.agsy.2017.10.005 ",
136,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3394_262",3394,"Inclusive innovation to develop competitive advantages for potato value chains in the Andean region ","The study synthesizes the experience of implementing the Participatory Market Chain Approach (PMCA) by CIP and local organizations in the Andean region.  It describes how this flexible approach involving value chain actors, researchers and other service providers in a collective process was implemented and adapted to fosters the exploration of potential business opportunities for small farmers and other actors in the value chain.  The study also provides lessons on implementation that contribute to improving the design of interventions and the promotion of value chain approaches in different contexts.","CIP","https://hdl.handle.net/10568/103400 ",
137,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3395_262",3395,"African rural youth engagement in agribusiness: achievements, limitations, and lessons","Study presents a comprehensive literature review of the outcomes of interventions related to youth engagement in agribusiness,conducted using a deductive coding approach. Results showe that the interventions implemented by governments and development partners across Africa have succeeded in producing favorable outcomes despite some limitations. Interventions that integrate capacity development, financial support for startups, and continuous mentorship on the technical and financial aspects of youth-run agribusiness projects proved successful in enhancing youth engagement in agribusiness. ","IITA","https://hdl.handle.net/10568/99341 ",
138,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3396_262",3396,"Ensure real time data visualization based on conceptualized indicator framework (MEASURE, Managing Agricultural Research for Learning and Outcomes (MARLO), CGIAR Level Agricultural Results Interoperable System Architecture (CLARISA)","A first phase achieved the visualization of 2018 data however chances in the CGIAR AR Indicators, disaggregates and new requirements led the MEL-MARLO team to continue in 2020 the activities under the guidance of SMO Team and in Partnership with CRPs on RTB, CRP on FISH.","CRP","https://www.cgiar.org/impact/results-dashboard/",
139,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3397_262",3397,"Assessing the impact of the different levels of adoption of the recommended Banana Xanthomonas Wilt (BXW) control practices on productivity and farmer welfare/incomes over time using longitudinal data","This study provides evidence on the impact of BXW shock on the welfare of banana producing households as well as the alternative livelihood strategies pursued to improve welfare over time in addition to adopting BXW control practices. Utilizing panel data from over 1000 households in four banana-growing regions drastically affected by BXW in Uganda, we examined the likely coping strategies that they employ once hit by the pandemic. The key coping strategies employed include increased production of annual crops mainly maize and beans, reduction in consumption of bananas, diversifying into livestock production and off-farm activities to earn a living. ","Bioversity","Working paper in Draft format - unpublished",
140,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3398_262",3398,"Determinants of adoption of soil fertility and erosion control practices (SFEC) in cassava-based systems in Thailand ","After more than 40 years of investments on soil management research to maximize cassava productivity, prevent erosion and, ultimately, improve farmer livelihoods, this study aims to document the current adoption of SFEC practices in cassava producing areas of Thailand, and to understand the factors that have facilitated or limited the adoption of these SFEC practices. We propose to use a multivariate Probit framework to control for adoption of simultaneous agronomic practices. We will explicitly study the role of gender in the adoption decision.","CIAT",,
141,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3400_262",3400,"Report on the livelihood impacts of improved cassava varieties in Uganda","Report presents preliminary findings of the livelihood impacts of cassava varieties in Uganda.  Publication is under development.  The data used in the study
came from a representative sample of 609 households in the major cassava growing
regions of Uganda. The results show that adoption of certified planting materials of improved cassava varieties has statistically significant positive effects on cassava productivity and household welfare, pointimg to the need for policy support aimed at increasing and sustaining public investments in variety genetic improvement, seed inspection and certification. ","IITA","Report - unpublished",
142,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3401_262",3401,"Knowledge, Perceptions and willingness to pay for a Vitamin A biofortified genetically modified (GM) Banana in Uganda: Insights from a qualitative approach",,"Bioversity",,
143,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3402_262",3402,"Better understanding the effects of various household typologies, agro-ecologies and farming systems on Banana Xanthomonas Wilt (BXW) control measures uptake","The study explored farm diversity among smallholder banana farmers in Uganda to provide recommendations to improve productivity of bananas and sustain adoption of control practices for banana Xanthomonas wilt, a major biotic threat to banana production in Southern and Central Africa. Findings show that the endemicity of banana Xanthomonas wilt is not attributed to farmers’ lack of awareness and knowledge about disease diagnosis and transmission but to incorrect application of the control practices. ","Bioversity","Article under review in NJAS - Wageningen Journal of Life Sciences",
144,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3403_262",3403,"Economic and social impacts of GCT banana varieties",,"Bioversity",,
145,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3404_262",3404,"What is the cost of integration? Evidence from an integrated health and agriculture project to improve nutrition outcomes in Western Kenya ","The study estimated the costs of an integrated agriculture and health intervention (Mama SASHA) focused on the promotion of orange-fleshed sweet potato (OFSP) production and consumption in Western Kenya. Expenditures and activity-based costing was used to estimate financial costs during programme implementation (2011–13). Findings show that the average cost per beneficiary to implement an integrated agriculture, health and nutrition programme was substantial. Planning and implementing less intensive integrated interventions may be possible, and economies of scale may reduce overall costs. Empirical estimates of costs by components are critical for future planning and scaling up of integrated programmes.","CIP","https://doi.org/10.1093/heapol/czz083 ",
146,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3405_262",3405,"Understanding of pathways and determinants of adoption of improved cassava varieties in Uganda and Tanzania","Study will analyze factors that influence adoption of cassava varieties in Uganda and Tanzania.","IITA",,
147,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3406_262",3406,"Does nutrition education influence retention of Vitamin A bio-fortified orange-fleshed sweet potato in farms? Evidence from Kenya","This paper assessed the immediate effects of providing integrated nutrition education interventions, through different entry points, on the households’ retention of Orange Flesh Sweetpotato OFSP on their farms. The results show integrating nutrition education approaches simultaneously through multiple entry points may be more effective in ensuring that the households conserve the vines and grow OFSP all year round for nutrition and food security.","CIP","https://doi.org/10.22004/ag.econ.295767 ",
148,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3407_262",3407,"Effects of the use of good agricultural practices (GAPs) on Market Participation by Irish Potato Farmers in Kenya","This study provides evidence of how the use of good agricultural practices (GAPs) would influence the level of market participation by potato farmers. Primary household survey data of 238 randomly sampled Irish potato farmers were analyzed using descriptive statistics and Tobit Regression model. The results showed that increased use of GAPs through extension advice will intensify Irish potato yield and ultimately participation in the ware and seed potato market.","CIP","https://doi.org/10.22004/ag.econ.295805 ",
149,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3408_262",3408,"A rapid assessment of farmer Business Schools from a gender perspective in Meghalaya, India","This report evaluates Farmer Business Schools (FBS) from gender and social perspectives to understand how women and men are involved in and benefit from FBS. The report is based on the fieldwork carried out in April 2019 through in‐depth interviews with twelve women and twelve men FBS members.","CIP","https://hdl.handle.net/10568/101577 ",
150,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3409_262",3409,"The effect of nutrition knowledge on consumption of orange-fleshed sweet potato bread in Nairobi, Kenya","This study used a double-hurdle model to determine the effect of nutrition knowledge on choice and intensity of purchase of Orange Flesh Sweetpotato (OFSP) bread. The results indicated that the level of nutrition knowledge had a positive influence on choice of OFSP bread while the effect on quantity purchased of OFSP bread purchased was negative. The study concluded that nutrition knowledge is important in promoting consumption of OFSP bread. The implementation strategy should therefore incorporate appropriate educational programmes.","CIP","https://doi.org/10.22004/ag.econ.295794 ",
151,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3410_262",3410,"Building gender equitable sweetpotato value chains: Recommendations for programming","Document formulates recommendations, based on the experiences and lessons from the SUSTAIN program and informed by the CGIAR gender research work, is to support CIP’s future programming efforts to take into account gender dimensions more effectively.","CIP","https://doi.org/10.4160/9789290605102",
152,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3411_262",3411,"Opportunities and constraints for women: Recommendations for building gender responsive potato value chains in Assam, India.","Study highlights four key findings. First, women are not directly connected with formal institutions delivering agricultural technology and information. Second, there are significant knowledge gaps between women and men. However, women are not passive, rather they are very active, interested in trying new practices and new crops. Third, women are capable for agribusiness, but they have gender‐based preferences, interests and constraints. Fourth, women are part of diverse social groups in Assam and gender norms differ significantly among the different religious, age and socio‐economic groups. Based on these findings, the study proposes recommendations for gender‐responsible interventions.","Feed the Future","https://doi.org/10.4160/9789290605201 ",
153,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3412_262",3412,"Connecting smallholder root and tuber growers to markets through farmer business schools in Philippines and India","The study features a collection of stories of 24 women and men who participated in Farmer Business Schools in the Philippines and India, and of project staff of partner organizations who have facilitated the process. The stories were collected using the ‘most significant change’ (MSC) to capture project outcomes. The study describes through the words of participants how their lives have changed and what part of that change they value the most.","CIP","https://doi.org/10.4160/9789290605287 ",
154,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3413_262",3413,"Human and technical dimensions of potato integrated pest management using farmer field schools: International Potato Center and partners’ experience with potato late blight management. ","The study synthesizes the experience of CIP with farmer discovery-based learning methods using farmer field schools (FFS) to address integrated pest management (IPM) for potato late blight since the 1990s. Results indicate that farmers using this approach learned new knowledge, assessed new potato clones, and changed crop management practices. Hence farmers realized a 32% average increase in potato productivity and income in Peru; similar changes occurred in other countries. The participatory research and training approach had a significant impact beyond IPM-late blight. ","CIP","https://doi.org/10.1093/jipm/pmz002",
155,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3414_262",3414,"Analysis of results and lessons learned from the partnership with IFAD investment programs for taking innovations at scale: The case of the IFAD – Andes project in Ecuador, Peru and Bolivia.","The document describes the experience and outcomes of an intervention funded by The International Fund for Agricultural Development (IFAD) an implemented by the International Potato Center (CIP) in the Andean region to improve income, food security and resilience to climate change with the families of farmers producing native and improved potato varieties in Ecuador, Perú and Bolivia. ","CIP","https://hdl.handle.net/10568/101463 ",
156,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3415_262",3415,"Effectiveness of learning and experimentation approaches for farmers as a community-based strategy for banana Xanthomonas wilt management","This study presents a new participatory approach for managing BXW named Learning and Experimentation Approaches For Farmers (LEAFF) and describes how it was implemented, tested and evaluated among 220 farmers across two agroecological regions, central and South-western Uganda. The findings suggested that scaling out LEAFF to different parts in the region can significantly contribute to effective and sustainable adoption of BXW management technologies, and in turn, can lead to improved productivity and smallholder farmers’ livelihoods.","Bioversity","https://doi.org/10.5897/JAERD2018.1000 ",
157,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3416_262",3416,"Tracking indirect beneficiaries of complex development interventions in agriculture","The study uses literature review and the practical example of the SUSTAIN project to understand the effects of interventions on households not directly targeted by a development program and/or its partners.","CIP","https://hdl.handle.net/10568/101113  ",
158,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3417_262",3417,"In-depth study on household production, nutrition and consumption in Beira, Mozambique.","The study describes the socioeconomic and consumer characteristics of communities living urban and peri‐urban areas of Beira city in Sofala province of Mozambique. It examined the acceptance of products made from orange fleshed sweetpotato (OFSP), as well as boiled OFSP roots among and peri‐urban consumers and, investigated the effect of providing consumers with information about the beneficial aspects of vitamin A and drawbacks of biofortification process, especially on the sensory attributes of the sweetpotato products.","CIP","https://doi.org/10.4160/9789290605218 ",
159,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3418_262",3418,"Improving scalable banana agronomy for small scale farmers in highland banana cropping systems in East Africa: monitoring, learning and evaluation insights","Report summarizes mid-term results for the project ""Improving scalable banana agronomy for small-scale farmers in highland banana cropping systems in East
Africa"", detailing outputs and outcomes achieved during the reported period including detailed measurable indicators and targets.","Bioversity","Project report not published",
160,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3419_262",3419,"Scaling up sweetpotato through agriculture and nutrition (SUSTAIN): M&E system review","Study assessed whether the design of the forms and processes from the “Simple Measurement of Indicators for Learning and Evidence‐based Reporting” (SMILER) system is adequate to generate reliable and quality data: this included a review of data to do spot checks on quality, consistency, and timeliness.  It also assessed if these forms and processes were used consistently, and the constraints faced, generating recommendation for improvement.","CIP","https://hdl.handle.net/10568/101112",
161,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3420_262",3420,"Effects of commercialization of sweetpotato on gender relations and wellbeing among smallholder farmers","Workshop report on the SUSTAIN project study findings (to understand how commercialization of sweetpotato value chains affected the wellbeing of smallholder farmers) and develop recommendations for improved programming. ","CIP","https://doi.org/10.4160/9789290605096 ",
162,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3421_262",3421,"Farmer business schools in Bohol, the Philippines: A gender assessment.","This report evaluates Farmer Business Schools (FBS) from gender and social perspectives to understand how women and men involved in and benefited from FBS. The report is based on fieldwork conducted in May 2019. The authors conducted participatory film making, focus group discussions, and in‐depth interviews with three out of six FBS groups. ","CIP","https://hdl.handle.net/10568/105439 ",
163,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3422_262",3422,"Andean Potato Diversity Helps Agricultural Development in Uganda: Victoria and the Contribution of the CIP Genebank","This study assessed the contributions of the CIP genebank to two potato varieties: Pallay poncho (CIP 399085.23, Peru) and Victoria (CIP 381381.20, Uganda). The estimated contribution of the CIP genebank to Pallay poncho and Victoria is 35 and 72 percent, respectively. The gross benefit of Victoria in Uganda is estimated at $1.04 billion dollars (2016 $USD), which exceeds the annual operational cost of the entire genebank many times over. Findings demonstrate the magnitude of economic benefits generated by the use of conserved germplasm, which is only one of the components of the total economic value.","CIP","Working Paper in Draft format - unpublished",
164,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3423_282",3423,"Analysis of advantages and disadvantages of rice fallow vs rice legumes","The study aims to provide credible estimates of livelihood and agro-ecological impacts of the adoption of improved lentil varieties of ICARDA origin, developed to fit in the short fallow season between two rice crops in South Asia. Using DNA fingerprinting, a SPIA-funded study (Yigezu et al. 2019) estimated the adoption of these varieties at 99% in Bangladesh.","ICARDA","https://doi.org/10.1016/j.foodpol.2018.11.004",
165,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3424_282",3424,"DryDev five-country impact assessment","This study is quasi-experimental looking at difference-in-differences design of a large-scale rural development program that scaled some GLDC crop varieties, as well as other management practices. This is an impact assessment of the Drylands Development Programme, which was partially mapped to GLDC, as it promoted some GLDC crops and management practices. The impact assessment was huge effort and is currently being finalized.","ICRAF",,
166,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3425_282",3425,"Adoption and impacts of improved soybean varieties and agronomic practices in Malawi","This study assessed the ex-post impacts of improved soybean varieties on yields and incomes in Malawi and the results have been published in World Development. Further data analysis will be carried out and a paper will be prepared and published in 2020 on the poverty impacts of improved soybean varieties and agronomic practices in Malawi.","IITA","https://doi.org/10.1016/j.worlddev.2019.104631",
167,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3426_282",3426,"Adoption and impacts of improved cowpea varieties in Nigeria","This study assessed the ex-post impacts of improved cowpea varieties on yields, incomes and poverty in Nigeria. A paper on the yield and income effects of improved cowpea has been published in the Journal of Agricultural Economics and another paper on the poverty impacts of improved cowpea has been published in World Development.","IITA","https://doi.org/10.1111/1477-9552.12331
https://doi.org/10.1016/j.worlddev.2019.05.027",
168,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3427_282",3427,"Adoption and impacts of groundnuts in Tanzania and Nigeria","The research carried out under ICRISAT’S Tropical Legumes III project (TL III) with NARS in Tanzania and Uganda, computed the impact of adoption, while accounting for possible errors from access to technology transfer and improved seed.","ICRISAT","https://doi.org/10.4236/as.2020.112009",
169,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3428_282",3428,"Impact Assessment of N2Africa project","The N2Africa project ended in 2018 and the staff are no longer pursuing the impact study.","IITA","N/A",
170,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3429_282",3429,"Adoption and impacts of chickpea in Ethiopia","The research carried out under ICRISAT’S Tropical Legumes III project (TL III), with the Ethiopian Institute of Agricultural Research, computed the impact of adoption, while accounting for possible errors from access to technology transfer and improved seed.","ICRISAT","http://dx.doi.org/10.1016/j.foodpol.2016.11.007",
171,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3430_282",3430,"What do we really know about the impacts of improved grain legumes and dryland cereals: A critical review of 18 impact studies","Improved grain legume and dryland cereal (GLDC) varieties hold potential to intensify smallholder agriculture and improve livelihoods in semi-arid regions of sub-Saharan Africa and South Asia. To assess the empirical evidence base for these potential benefits, we review 18 GLDC impact studies and identify gaps in current knowledge on GLDC impacts.","ICRAF","N/A (Progress: http://dx.doi.org/10.5716/WP19006.PDF)",
172,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3431_282",3431,"Assess the potential nutrition security impacts of GLDC technologies in the drylands of SSA and South Asia","This study aims to quantify the ex-ante impact of GLDC technologies on nutrition security in the drylands of South Asia and sub-Saharan Africa. A research report has been developed for 2019. The plan is to have one to two peer-reviewed journal articles in 2020 which would tackle the multi-dimensional (social welfare, poverty and nutrition security) impact of GLDC technologies.","IITA","https://hdl.handle.net/20.500.11766/10874",
173,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3432_282",3432,"Capacity development and Joint learning exercises","In 2019, CRPs on FISH, LIVESTOCK, GLDC and RTB organized the 1st technical retreat for MEL developers. The main objective was to strengthen team building and have an overview of a fit-for-purpose data architecture across the CGIAR. In this light, the collaboration with the OCS (OSU) team supported the effort to link corporate and research data.","CRP","https://hdl.handle.net/20.500.11766.1/09a519",
174,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3433_282",3433,"Integrated and multi-faceted impact assessment and learning strategy for GLDC","Strategy to broadly estimate the impacts of GLDC vis-à-vis the CGIAR’s Strategic Results Framework (SRF) targets. Three key components for 2020: mapping extent of adoption of GLDC technologies; estimating likely resulting impacts on nutrition via systematic review and estimating likely natural resource management impacts via systematic review.","ICRAF","https://hdl.handle.net/20.500.11766/10867",
175,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3434_282",3434,"Sustainability assessment of smallholder´s farming system: Assessment of the impacts of sustainable intensification options","Comprehensive framework for sustainability assessment. A comprehensive framework for farming systems sustainability assessment with 5 domains and 115 indicators in SA and SSA was developed and the same was implemented and validated in one location in India (Nalgonda) for different functional farm types. Good progress was made in developing an online open access tool for farming system sustainability assessment, which will be a global public good.","ICRISAT","https://doi.org/10.1016/j.landusepol.2019.104149
https://bscmsc.pps.wur.nl/assessment-potential-future-sustain-ability-smallholder-farming-old-cotton-basin-mali
https://hdl.handle.net/20.500.11766/11153
https://hdl.handle.net/20.500.11766/11154",
176,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3435_282",3435,"Tropical Legumes III Project","Tanzania - Assessing the impact of the Tropical Legumes II & III projects on common bean productivity, profitability and marketed surplus in Southern Highlands of Tanzania.","CIAT","https://cgspace.cgiar.org/handle/10568/105989",
177,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3436_282",3436,"Review of scaling approaches applied in GLDC scaling projects: Tropical Legumes III, Harnessing Opportunities for Productivity Enhancement 2, Feed the Future initiatives and DryDev","Key GLDC scaling projects are reviewed against an idealized scaling framework implied in GLDC’s proposal. Recommendations to enhance GLDC’s contribution to transforming agri-food systems are presented.","ICRAF","https://hdl.handle.net/20.500.11766/11029",
178,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3437_282",3437,"Identify a common set of performance indicators that all projects can report on at the CRP level beyond the CGIAR ones","The activity has been extended to 2020 to complete the formulation of indicators reference sheets and validate the applicability at portfolio level including all source of funding.","CRP",,
179,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3438_282",3438,"Pan Africa Bean Research Alliance ","Climbing bean is evidenced in Rwanda as a solution to increase productivity in land-constrained environments. The effect of climbing bean adoption on the welfare of smallholder common bean growers in food security in Rwanda has been established","CIAT","https://doi.org/10.1177/0030727018813698
https://doi.org/10.1007/s12571-017-0753-4",
180,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3439_282",3439,"Ensure real-time data visualization based on conceptualized indicator framework: CGIAR Level Agricultural Results Interoperable System Architecture (CLARISA)","The initial phase, carried out in 2019, has achieved the development and implementation of a mutual visualization dashboard, CLARISA. However, the need for a further integration around CGIAR AR Indicators, for a better disaggregation of data, and new requirements, led the MEL-MARLO team to continue in 2020 the activities for an increased synergy of systems under the guidance of SMO team and in partnership with GLDC, FISH and RTB CRPs.","CRP","https://www.cgiar.org/impact/results-dashboard/",
181,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3448_106",3448,"Assessing global evidence base of impact of interventions to promote agroforestry","Existing evidence on the impacts of interventions that promote agroforestry on agricultural productivity, ecosystem services, and human well‐being in low and middle income countries was collated including 396 studies that compared farmers and farms where agroforestry was practiced to those without agroforestry.","ICRAF","https://onlinelibrary.wiley.com/doi/10.1002/cl2.1066","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3448&cycle=Reporting&year=2019"
182,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3449_106",3449,"Reach and early adoption of agroecological practices promoted by RySS across the state of Andhra Pradesh.","Household surveys were conducted to measure the 2018 status of outcome indicator targets for a programme promoting agroecological practices across the state of Andhra Pradesh. Data were collected from a representative panel of 3,634 Farming Families (FFs) residing in 366 village clusters targeted for promotion in 2016 and 2017. ","ICRAF","https://www.dropbox.com/s/cdypml5za3y6qkn/2018-19 data collection round - Performance Evaluation_19_02_20.pdf?dl=0
","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3449&cycle=Reporting&year=2019"
183,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3450_106",3450,"Evaluation of EU/IFAD dryland restoration research in East and West Africa","Adansonia-Consulting was mandated as an independent third party to conduct this external and independent midterm evaluation, following the IFAD Evaluation Manual and the CGIAR standards for independent external evaluation and the respective Independent Evaluation Arrangement (IEA) evaluation guidance notes (G4 and G5). It is an objective-based approach, which analysed the impact pathway and measured achievements along the results chain for generating lessons and recommendations.","ICARDA","http://www.adansonia-consulting.ch/document/restoration_of_degraded_land.pdf","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3450&cycle=Reporting&year=2019"
184,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3451_106",3451,"Soil erosion prevalence baseline for North Western Vietnam ","A land degradation surveillance framework (LDSF) survey was conducted and combined with satellite image analysis to provide baseline soil erosion prevalence data for NW Vietnam against which impacts of market based agroforestry options can be tracked.","ICRAF","https://www.dropbox.com/s/qob31mwqfii3ksw/P_7_MPhuong_EN.pptx?dl=0#","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=3451&cycle=Reporting&year=2019"
185,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3486_192",3486,"Changes in participation of women in rice value chains: Implications for control over decision making","The study reveals that while men continue to participate in activities along the chain, the participation of women exhibits a declining trend except in post-harvest activities and marketing. The results also established a change in norms and perceptions of women and their control over decision making. The study concludes that even though we see decreased women’s participation in agricultural activities except post-harvest and marketing and increased decision-making authority, the question arises, does it truly reflect that women are now having emerging opportunities to “decide.”?","CSISA project; PMU","https://www.researchgate.net/publication/336057813_Changes_in_Participation_of_Women_in_Rice_Value_Chains_Implications_for_Control_over_Decision_making","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=3486&cycle=Reporting&year=2019"
186,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3487_192",3487,"Rural outmigration – feminization – agricultural production nexus: Case of Vietnam","This study unravels the implications of outmigration for farm labour availability, managerial feminization, women’s agency, and farm production. Findings suggest that migration contributes to increased off-farm income, with higher income from international migration. While men’s labour contribution declines in migrant households, women’s labour increases in the majority of production stages. Women’s salaried work declines while their unpaid work increases. Through two-stage least squares, results indicate a negative association between increased women’s work burden and rice yield. Farm inputs and hiring labour contribute to higher yield, but remittances are not generally used for this purpose. ","PMU","https://www.tandfonline.com/doi/full/10.1080/21632324.2019.1679962","https://marlo.cgiar.org/projects/Rice/studySummary.do?studyID=3487&cycle=Reporting&year=2019"
187,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3491_107",3491,"Legume-based rotations have clear economic advantages over cereal monocropping in dry areas","An ex post impact evaluation of sustainable intensification of wheat systems with legume rotation in Morocco indicates that the practice has significant economic advantages over cereal mono-cropping. Rotations provide higher yields, gross margins, and consumption of wheat and faba beans. This study employs two-year data from a large sample of 1230 farm households and their 2643 fields cultivated with different varieties of wheat and faba beans in the wheat-based production system of Morocco. The two-year average gross margin was 48% higher (US$537/ha extra) than wheat mono-cropping. Contrary to common expectations, adopters of wheat-faba bean rotation did not use lesser amounts of nitrogen fertilizer than those mono-cropping wheat, thereby undermining the ecological benefits of the rotation.","ICARDA","https://link.springer.com/article/10.1007/s13593-019-0602-2","https://marlo.cgiar.org/projects/Wheat/studySummary.do?studyID=3491&cycle=Reporting&year=2019"
188,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3497_108",3497,"Ex post evaluation of integrated soil fertility Management"," counterfactual model to assess ISFM impact on yields and total household incomes using farm household data from Tamale (Northern Ghana) and Kakamega (Western Kenya). The analyses reveal that ISFM adoption leads to an increase in maize yields by up to 27% in Tamale and 16% in Kakamega. Increasing the number of ISFM components, however, does not improve yields. Despite the effect on yields, adoption of ISFM does not increase total household incomes at both locations","CIMMYT","https://www.sciencedirect.com/science/article/abs/pii/S0921800918310929?via%3Dihub","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3497&cycle=Reporting&year=2019"
189,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3498_108",3498,"Ex ante evaluation of conservation agriculture (CA)-based systems in Zambia","This study combined bottom-up and top-down approaches to assess the ex-ante effects of conservation agriculture (CA)-based systems in Zambia considering both biophysical and economic factors and prevailing farm systems characteristics. For continuous maize cropping we compared a CA-based system of no-tillage with crop residue retention to a control system of conventional tillage with crop residue removal.","CIMMYT","https://www.sciencedirect.com/science/article/pii/S0308521X18311156?via%3Dihub","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3498&cycle=Reporting&year=2019"
190,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3499_108",3499," Ex post impact evaluation of improved maize varieties in Cameroon","This study uses both the endogenous switching regression and propensity score matching models to analyze the adoption and impact of improved maize varieties on maize yields in central Cameroon.","IITA, CIMMYT","https://onlinelibrary.wiley.com/doi/abs/10.1111/rode.12561","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3499&cycle=Reporting&year=2019"
191,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"3500_108",3500,"Designing interventions in local value chains for improved health and nutrition: Insights from Malawi.","Analyses of household expenditure surveys derived from previous work in Malawi allowed for characterization of dietary patterns. ","CIMMYT","https://www.sciencedirect.com/science/article/pii/S2452292918300262?via%3Dihub","https://marlo.cgiar.org/projects/Maize/studySummary.do?studyID=3500&cycle=Reporting&year=2019"
