pk_id_oics,version,date_from,date_to,id_oics,"title_oics",id_project,"title_project","scope_comments","outcome_impact_statement","gender_relev","youth_relev","capdev_relev","pdf","climate_relev","pk"
930,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4073,"The Government of Uganda adopts PIM recommendations to improve a nationwide program aimed at involving citizens towards effective public service delivery",657,"2.4.8 Other Policy Engagement",,"PIM researchers conducted an impact evaluation of the Baraza program, which has been implemented by the Office of the Prime Minister since 2009 to improve public services. The findings and recommendations of the study are being used to increase the program’s cost-effectiveness and inclusivity, potentially affecting millions of citizens throughout the country.","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4073&cycle=Reporting&year=2020","0 - Not Targeted","4073_147"
931,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4074,"HarvestPlus-led Delivery Efforts Resulted in an Estimated 48.5 Million People Consuming Biofortified Crops in 2020",335,"Monitoring and learning for biofortification","Information by country is available here: https://www.harvestplus.org/where-we-work
HarvestPlus works with more than 600 partners, listed here: https://www.harvestplus.org/about/our-partners","HarvestPlus leads the development and delivery of biofortified crops, and the research on their efficacy, effectiveness, acceptability and adoption. By the end of 2020, 393 biofortified varieties of 12 staple crops were approved for planting in 41 countries, and an estimated 9.7 million farming households (48.5 million people) were growing and consuming biofortified crops across 19 countries Africa, Asia, and Latin America. Consumption of biofortified crops are proven to improve not only nutrition and health, but also other livelihood outcomes.","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=4074&cycle=Reporting&year=2020","1 - Significant","4074_149"
932,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4075,"itamin A Orange sweet potato and Iron beans grown and consumed respectively by 960,000 and 695,000 households in Uganda",335,"Monitoring and learning for biofortification",,"2020 marked 15 years of HarvestPlus activities in Uganda. The latest monitoring data shows that 960,000 smallholder households – more than 10% of the Ugandan population – were growing vitamin A orange sweet potato (OSP) varieties and 695,000 households were growing iron beans. Ensuring the supply of clean planting material, payback and pay forward delivery systems, digital technologies, and a multi-stakeholder technical working group are some of the innovative approaches that have been used successfully to sustain and scale-up biofortification.  ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=4075&cycle=Reporting&year=2020","0 - Not Targeted","4075_149"
933,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4076,"Stories of Change Case Study Approach Used to Support Nutrition Policy Decisions in Rwanda: Successful Advocacy at Local and District Level",347,"Evidence on enabling environments, effective decision making processes and impacts of nutrition-sensitive agricultural policies",,"Stories of Change is a structured case study approach which systematically assesses and analyzes drivers of nutritional change in specific country contexts. These resulting ‘stories’ improve our understanding of what drives impact in reducing undernutrition, and how enabling environments and pro-nutrition policy and implementation processes can be cultivated and sustained. The Story of Change case study approach in Rwanda resulted in a better understanding of the national drivers of change in nutrition and recommendations for future improvements. ","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/A4NH/studySummary.do?studyID=4076&cycle=Reporting&year=2020","0 - Not Targeted","4076_149"
934,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4077,"Findings from the Myanmar Agriculture Policy Support Activity inform the Government of Myanmar’s response to the COVID-19 pandemic",1967,"2.4.9 Support to Myanmar Policies",,"Research conducted under the Myanmar Agriculture Policy Support Activity – led by IFPRI in partnership with Michigan State University and funded by USAID with support from PIM – informed the government’s response to the COVID-19 pandemic and contributed to the decision of the Myanmar Agriculture Development Bank to invest USD 430M in loans to farmers. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4077&cycle=Reporting&year=2020","0 - Not Targeted","4077_147"
935,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4078,"Deployment of PIM guidance on development of multi-actor platforms for landscape governance and restoration across six states in India",662,"5.2.1 Governing Shared Landscapes",,"With support from PIM, Collaborating for Resilience worked with Foundation for Ecological Security (FES) to develop guidance and train FES field teams on development of multi-actor platforms for landscape-level governance and restoration efforts in India. The guidance has been adopted as an integral part of Foundation for Ecological Security’s program implementation across six states (Andhra Pradesh, Gujarat, Karnataka, Odisha, Rajasthan and Uttar Pradesh). 
","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4078&cycle=Reporting&year=2020","0 - Not Targeted","4078_147"
936,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4079,"Contribution to Malawi's National Agricultural Extension and Advisory Services Strategy, launched in 2020 to guide investments",659,"1.2.2 Agricultural Extension and Advisory Services",,"In December 2020, the Government of Malawi launched the National Agricultural Extension and Advisory Services Strategy (NAEASS), a document aimed at guiding the country’s agricultural extension investments in the next five years. This strategy is the outcome of over two years of stakeholder consultations and review in which IFPRI was heavily involved. PIM-supported IFPRI research is cited in several documents pertaining to the development of the policy and in draft versions of the NAEASS itself. ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4079&cycle=Reporting&year=2020","0 - Not Targeted","4079_147"
937,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4081,"Rehabilitation of dry agro-pastures through community-based mechanized micro water harvesting and flood-irrigation agriculture to benefit to 1,000 ha/ year in Jordan",2067,"Lessons learnt from on-farm to watershed level interventions: out-scaling of community based watershed management strategies to diverse socio-ecological environment","The mechanized community-driven micro water harvesting approach was tested in Syria. ","Mechanized micro-water harvesting packages developed by ICARDA and the Jordanian National Agricultural Research Center (NARC) are being scaled out in collaboration with local communities, targeting at least 1,000 hectares per year and 20,000 km2 in the long term. The community-based approach effectively rehabilitates degraded dry agro-pastoral watersheds through water harvesting, plantation of native vegetation, and enhanced downstream flood-water agriculture. Community empowerment ensures long-term sustainability of the interventions. The program is expected to equip communities better for drought conditions while improving carbon storage in the uplands and reducing the need for agricultural inputs in the lowlands.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=4081&cycle=Reporting&year=2020","2 - Principal","4081_148"
938,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4082,"Assessing the impact of the COVID-19 pandemic and formulating policy responses to protect vulnerable sectors and populations in Rwanda",2075,"2.4.10 Support to Rwanda Policies",,"Using PIM economic policy modelling tools, IFPRI provided strategic and timely advice to the Government of Rwanda to assess the impact of the COVID-19 pandemic and of the measures taken to control its spread, implement short-term policy responses to protect vulnerable sectors and populations and formulate longer-term policies to spur economic recovery.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4082&cycle=Reporting&year=2020","0 - Not Targeted","4082_147"
939,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4083,"Wheat Varietal Diversiﬁcation Increases Ethiopian Smallholders’ Food Security for 50,000 to 75,000 farmers: Evidence from a WLE/Alliance-led Participatory Development Initiative",391,"Using biodiversity, including genetic diversity, for land restoration",,"The WLE/Alliance-led Seeds for Needs program developed a new way to evaluate and promote improved seed varieties, and advanced breeding lines. A survey of 1008 households across three Ethiopian states shows the program signiﬁcantly enhanced wheat productivity and smallholders’ food security by increasing varietal diversiﬁcation. The study provides empirical evidence for the effective role varietal diversity can play in improving food security in marginal environments. ","1 - Significant","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=4083&cycle=Reporting&year=2020","1 - Significant","4083_148"
940,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4085,"Impact of Girinka program on child nutritional status and household food security",1680,"Product Line 5.3.1: Menu of approaches for nutrition-sensitive livestock-related interventions to improve availability, affordability, access and utilization of animal-source foods",,,,,,"https://marlo.cgiar.org/projects/Livestock/studySummary.do?studyID=4085&cycle=Reporting&year=2020",,"4085_150"
941,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4086,"Evidence-based support to change the modalities of Egypt's food subsidy system for better effectiveness and improved nutrition and food security impacts",582,"2.4.7 MENA Regional Policy Engagement ",,"Since 2012, PIM has provided support to the longstanding partnership between IFPRI and the Government of Egypt to reform the country’s food subsidy system for better effectiveness and improved nutrition and food security impacts. The most recent round of reform is ongoing and aims at better targeting the system’s beneficiaries.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4086&cycle=Reporting&year=2020","0 - Not Targeted","4086_147"
942,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4087,"Projections of the impacts of COVID-19 on the Egyptian economy based on PIM modeling tools informed the Government of Egypt’s responses to the pandemic",582,"2.4.7 MENA Regional Policy Engagement ",,"Egypt’s Ministry of Planning and Economic Development requested support from IFPRI to quantify the expected national and sectoral impacts of the pandemic on the Egyptian economy and investigate the consequences of various policy interventions in mitigating the disruptive effects of the virus. This collaboration was based on the use of PIM modeling tools. The results informed the Government’s responses to the pandemic.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4087&cycle=Reporting&year=2020","0 - Not Targeted","4087_147"
943,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4089,"Outcome evaluation of climate-smart research on solar-powered irrigation in India conducted under the WLE, CCAFS and SMO",1751,"On & off-grid Solar in Africa and Asia
",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=4089&cycle=Reporting&year=2020",,"4089_148"
944,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4090,"CGIAR Research Program 2020 Reviews: Water, Land and Ecosystems ",567,"WLE Program Management Unit",,,,,,"https://marlo.cgiar.org/projects/WLE/studySummary.do?studyID=4090&cycle=Reporting&year=2020",,"4090_148"
945,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4092,"Outcome evaluation of climate-smart research on solar-powered irrigation in India",259,"Scaling-up Strategies for Climate Risk Management in South Asian Agriculture",,,,,,"https://marlo.cgiar.org/projects/CCAFS/studySummary.do?studyID=4092&cycle=Reporting&year=2020",,"4092_146"
946,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4093,"Adoption of ""How are we doing?"" tool by the Peruvian Service for Natural Protected Areas to enable more equitable co-management of 76 protected areas covering 15% of Peru’s territory.",803,"9. Landscape Governance",,"CIFOR collaborated with multi-stakeholder fora in Peru and Indonesia to develop a tool that allows participants to monitor and reflect on the processes and progress of their fora so that more equitable processes and outcomes may emerge. Partnering with Peru’s Service for Natural Protected Areas, CIFOR adapted this tool for annual implementation by the multi-stakeholder Management Committees of 76 protected areas covering 15% of Peru’s territory. ","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4093&cycle=Reporting&year=2020","0 - Not Targeted","4093_151"
947,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4095,"Over 11,000 households benefit from bamboo bioenergy across Africa and Indonesia, via support from the International Network for Bamboo and Rattan (INBAR) for women-led bamboo enterprises, sustainable livelihoods, and land restoration ",798,"6.  Bioenergy an essential part of low-emissions development strategies and policies","India is another project site. Some indication of potential scale out of bamboo’s potential for bioenergy to Kenya, Uganda, and Cameroon","The International Network for Bamboo and Rattan (INBAR) in close collaboration with FTA partners led and transferred research on bamboo bioenergy production technologies and smallholder bamboo value chains across Africa and Asia. Related projects raised awareness and influenced households to plant bamboo on farms and degraded lands to improve rural livelihoods, targeting women and youth. Adoption of bamboo-planting across Africa and Southeast Asian countries is expected to decrease deforestation and support land restoration. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4095&cycle=Reporting&year=2020","0 - Not Targeted","4095_151"
948,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4096,"Use of global forests dynamics monitoring database and form recommendations for sustainable management by the Tropical Managed Forest Observatory Network",801,"1.  Restoration (forest and landscape restoration)","Amazon, Central and West Africa, South East Asia (analyses possible at regional and pantropical levels)","The Tropical Managed Forest Observatory Network (TmFO) monitors the dynamics of tropical logged forests around the world to develop new evidence-based logging practices that maintain long-term forest functions for ecosystem functioning and economic viability. TmFO brings new paradigms for management of forests, particularly in the Amazon, demonstrates caveats in selective logging rules to inform sustainable transitions, and creates the basis for collective action on sustainable and profitable forest management over the long term. ","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4096&cycle=Reporting&year=2020","1 - Significant","4096_151"
949,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4097,"Farmer-to-farmer training adopted by 86 organizations serving 352,000 farmers in Eastern Africa improves dairy farmers' knowledge, productivity and revenues",802,"3. Enhanced nutrition and food security",,"Since 2012, FTA and PIM have supported efforts by ICRAF and partners to implement the volunteer farmer trainer approach in Eastern Africa. As of 2018, 86 organizations across Eastern Africa have adopted the volunteer farmer trainer approach. These organizations work with 17,600 volunteer farmer trainers and serve 352,000 farmers. An impact evaluation found that the use of this approach improved farmers? knowledge of dairy practices as well as dairy productivity and revenues in Uganda's Busoga region.","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4097&cycle=Reporting&year=2020","0 - Not Targeted","4097_151"
950,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4098,"FTA's proposals integrated in the newly endorsed Voluntary Guidelines on Food Systems and Nutrition of the United Nations Committee on World Food Security (CFS)",802,"3. Enhanced nutrition and food security",,"The Committee on World Food Security (CFS) has endorsed the first-ever Voluntary Guidelines on Food Systems and Nutrition (VGFSyN) which aim to support countries to eradicate hunger and malnutrition in all its forms by utilizing a food systems approach. FTA had an active role in the multi-stakeholder process that led to the approval of the guidelines.  ","1 - Significant","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4098&cycle=Reporting&year=2020","0 - Not Targeted","4098_151"
951,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4099,"Improved Son tra (Docynia indica) varieties and propagation techniques to increase production  and income for potentially 123,000-247,000 households in Northwest Vietnam.",802,"3. Enhanced nutrition and food security",,"Domestication of indigenous Son tra or H’mong apple fruits has resulted in higher yields of superior, more marketable fruits while helping in soil conservation efforts in the North-West region of Vietnam. FTA supported partnerships, helped develop and scale adoption of superior son tra genotypes by smallholder farmers and government-led land restoration initiatives. This has contributed to improved son tra yields, increased farmer income, improved soil erosion control measures, agro-biodiversity improvements, carbon sequestration and landscape resilience through locally suited agroforestry models.","1 - Significant","0 - Not Targeted","2 - Principal","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4099&cycle=Reporting&year=2020","1 - Significant","4099_151"
952,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4100,"Mid-Term Review of the Provision of Adequate Tree Seed Portfolios Projects",801,"1.  Restoration (forest and landscape restoration)",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4100&cycle=Reporting&year=2020",,"4100_151"
953,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4101,"Integration Study to assess the contribution of the Forests, Trees and Agroforestry CGIAR Research Program to improving food and nutritional security ",810,"21. Quality of FTA research for development",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4101&cycle=Reporting&year=2020",,"4101_151"
954,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4102,"An Outcome Evaluation of FTA’s Research Portfolio on Oil Palm",810,"21. Quality of FTA research for development",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4102&cycle=Reporting&year=2020",,"4102_151"
955,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4103,"Global Comparative Study of REDD+ (GCS REDD+) Endterm Review",797,"5.  NDCs - the central mechanism for climate policy under the Paris Agreement",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4103&cycle=Reporting&year=2020",,"4103_151"
956,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4104,"Integration Study to assess FTA Contribution to the protection of forests and reduction of deforestation",810,"21. Quality of FTA research for development",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4104&cycle=Reporting&year=2020",,"4104_151"
957,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4105,"Understanding and evaluating the impact of integrated problem-oriented research programmes: Concepts and considerations",810,"21. Quality of FTA research for development",,,,,,"https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4105&cycle=Reporting&year=2020",,"4105_151"
958,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4106,"External technical reviews and validation of quality management systems (QMS)",,,,,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=4106&cycle=Reporting&year=2020",,"4106_380"
959,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4107,"Costing reviews of CGIAR genebanks",,,,,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=4107&cycle=Reporting&year=2020",,"4107_380"
960,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4108,"System level review of genebank costs and operations (GCO)",,,,,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=4108&cycle=Reporting&year=2020",,"4108_380"
961,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4109,"Document audits of Standard Operating Procedures (SOPs)",,,,,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=4109&cycle=Reporting&year=2020",,"4109_380"
962,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4110,"Genebank Impacts Fellowship ",,,,,,,,"https://marlo.cgiar.org/projects/Genebank/studySummary.do?studyID=4110&cycle=Reporting&year=2020",,"4110_380"
963,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4111,"Kenya launches a Bioenergy Strategy supported by World Agroforestry",798,"6.  Bioenergy an essential part of low-emissions development strategies and policies",,"The African nation is pushing ahead with an ambitious goal to optimize use of bioenergy, supported by World Agroforestry (ICRAF).","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://marlo.cgiar.org/projects/FTA/studySummary.do?studyID=4111&cycle=Reporting&year=2020","1 - Significant","4111_151"
964,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4112,"Gender research in the CGIAR Research Program on Policies, Institutions, and Markets in 2018 and 2019",678,"6.2.1 Analysis of and Support to Integrative Gender Research in other PIM Flagships",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4112&cycle=Reporting&year=2020",,"4112_147"
965,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4113,"Technological innovation and sustainable intensification: Highlights, lessons learned, and priorities for One CGIAR",674,"1.0.1 Flagship 1 Management (Flagship Leaders and Cluster Leaders)",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4113&cycle=Reporting&year=2020",,"4113_147"
966,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4114,"Social protection for agriculture and resilience: Highlights, lessons learned, and priorities for One CGIAR",754,"4.0.1 Flagship 4 Management (Flagship Leaders and Cluster Leaders)",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4114&cycle=Reporting&year=2020",,"4114_147"
967,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4115,"Governance of natural resources: Highlights, lessons learned, and priorities for One CGIAR",724,"5.0.1 Flagship 5 Management (Flagship Leaders and Cluster Leaders)",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4115&cycle=Reporting&year=2020",,"4115_147"
968,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4116,"Cross-cutting gender research and coordination: Highlights, lessons learned, and priorities for One CGIAR",755,"6.0.1 Flagship 6 Management (Flagship Leaders and Cluster Leaders)",,,,,,"https://marlo.cgiar.org/projects/PIM/studySummary.do?studyID=4116&cycle=Reporting&year=2020",,"4116_147"
969,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4117,"Development of a strategic monitoring and evaluation plan for the GENDER Platform",2018,"Gender Platform Inception Phase",,,,,,"https://marlo.cgiar.org/projects/Gender/studySummary.do?studyID=4117&cycle=Reporting&year=2020",,"4117_389"
970,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4118,"Development of a curated resource center on evidence of gender dynamics in food systems ",2018,"Gender Platform Inception Phase",,,,,,"https://marlo.cgiar.org/projects/Gender/studySummary.do?studyID=4118&cycle=Reporting&year=2020",,"4118_389"
971,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4119,"A collective assessment of state-of-the art methodologies and tools on gender research in CGIAR",2018,"Gender Platform Inception Phase",,,,,,"https://marlo.cgiar.org/projects/Gender/studySummary.do?studyID=4119&cycle=Reporting&year=2020",,"4119_389"
972,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4120,"Annual CGIAR gender research virtual conference to showcase research, receive feedback, and promote mutual learning and collaboration",2018,"Gender Platform Inception Phase",,,,,,"https://marlo.cgiar.org/projects/Gender/studySummary.do?studyID=4120&cycle=Reporting&year=2020",,"4120_389"
973,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4121,"Review gender responsive product profiles implemented with the CGIAR Gender and Breeding Initiative (GBI) with the Excellence in Breeding Platform",2018,"Gender Platform Inception Phase",,,,,,"https://marlo.cgiar.org/projects/Gender/studySummary.do?studyID=4121&cycle=Reporting&year=2020",,"4121_389"
974,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4122,"More than 4,000 smallholder farmers empowered through crop variety technology delivery and trainings via Farmers Producers Organizations in Andhra Pradesh, India",1811,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The initiative has trained 4135 farmers including 606 women farmers on ICRISAT`s mandate crops in the semi-arid drought prone districts of Andhra Pradesh state. Field demonstrations were witnessed by 580 farmers in Groundnut (ICGV 91114) and Pigeonpea (ICPP 14003) in 145 acres. In 2020 post-rainy season, estimated 300 acres in 4 villages were cultivated with ICGV 91114 by FPO members from initially an acre of demo-seed production setup coupled with soil health card recommendations adoption.","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://hdl.handle.net/20.500.11766.1/7b5a96","0 - Not Targeted","4122_291"
975,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4123,"Enhancing the capacity of fish-farmers and their support agents in understanding and using climate risk information at scale in Bangladesh",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Twenty participants from fifteen institutions received training during October 2019 at Bangladesh Meteorological Department (BMD), leading to enhanced capacity of 46 support agents (fish-farm managers, hatchery managers, fish breeding professionals, extension staff) and around 1237 fish-farmers for managing climate risks at scale in 2020.","0 - Not Targeted","0 - Not Targeted","2 - Principal","https://hdl.handle.net/20.500.11766.1/5d6a3b","2 - Principal","4123_289"
976,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4124,"Delivering climate information services for climate smart fish pond and disease management  to more than 1 million fish farmers in the State of Odisha, India",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"In the pre-winter season (November) information was disseminated among 23,700 inland fish farmers through audio / text advisory and text content disseminated among 7,425 WhatsApp users. The content on fish pond and feed management during the winter season was disseminated among 39,510 inland fish farmers through audio/text based advisories and text based advisories among the 7,425 WhatsApp users. In addition, one message was delivered using M-Kissan web portal to 1.10 million farmers on fingerling collection and stocking before ending monsoon. ","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/ae5402","2 - Principal","4124_289"
977,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4125,"Worldfish, the Government and other key partners  come together to strengthen their commitment to reducing malnutrition across the State of Odisha, India",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"The approval of the inclusion of fish and fish based products in Supplementary Nutrition Program of the State of Odisha, under Integrated Child Development Support scheme of Department of Women and Child Development and Mission Shakti is a commendable policy decision taken by the Government for reducing malnutrition menace. The Empowerment of Women through self-help groups in the production of fish and fish based products is another supportive policy decision in ensuring supply of nutritious fish and income generation.","2 - Principal","1 - Significant","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/c63199","0 - Not Targeted","4125_289"
978,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4126,"FISH research and capacity building translates into inclusive business models for over 800 smallholder aquaculture farmers in Zambia",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Seeking innovative solutions, researchers found small and medium-sized enterprises (SMEs) to be a suitable vehicle for market linkages and knowledge and skills transfer. In Zambia, WorldFish partnered with Musika, a nonprofit working in agricultural markets, to link smallholder fish farmers to local small and medium-sized businesses that provide them with the necessary inputs and expertise. 6 private sector companies have invested in SMEs integrating 831 smallholder farmers int into the private sector business. ","1 - Significant","1 - Significant","2 - Principal","https://hdl.handle.net/20.500.11766.1/53bedf","0 - Not Targeted","4126_289"
979,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4127,"Establishment of hatcheries and feed mills locally produced are creating employment opportunities for more than 600 youths in the Democratic Republic of Congo",1780,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"In 2017, most fish consumed in Democratic Republic of Congo and south Kivu in particular, was imported. This was partly due to the unavailability of quality seed and feed accessible to grow out farmers for fish food production. IITA and WorldFish came together to provide a solution through the establishment of hatcheries and feed mills. The aquaculture activities are showing early results in creating employment opportunities for 640 youths from 32 youth associations, now directly involved in aquaculture activities.","0 - Not Targeted","2 - Principal","2 - Principal","https://hdl.handle.net/20.500.11766.1/070cb5","0 - Not Targeted","4127_289"
980,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4128,"FAO-IFAD-WFP awarded GENNOVATE among the 15 best practices for gender transformative approaches for food security, nutrition and sustainable agriculture following its validation with 7,500 participants",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"This award is influential and brings meaningful impacts on SDG 5 ""Gender equality"" through the dissemination of GENNOVATE approaches to academic, donors and development organizations. The GENNOVATE methods have been employed by 43 universities in 19 countries, including Bangladesh, Pakistan, Indonesia, Nepal, Ethiopia, Nigeria, Uganda and Mexico. GENNOVATE has been used by Ph.D students and practitioners and insights have informed CRP strategies and one CGIAR initiatives towards equitable and inclusive approaches to agricultural innovation. ","2 - Principal","2 - Principal","1 - Significant","https://hdl.handle.net/20.500.11766.1/6f263f","0 - Not Targeted","4128_287"
981,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4130,"Scaling Readiness adopted by the One CGIAR to operationalize its 2030 Strategy ",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"Scaling Readiness is a component of the new stage-gating and performance management framework of the One CGIAR implying a major, cross-CGIAR change that is already widely recognized as externally significant as this will imply the consideration, acknowledgement and adoption by all CGIAR Initiatives.","0 - Not Targeted","0 - Not Targeted","1 - Significant","https://hdl.handle.net/20.500.11766.1/3eb01b","0 - Not Targeted","4130_287"
982,1,1900-01-01 00:00:00,2200-01-01 00:00:00,4131,"3,000 Farmers globally can more easily assess the health status of their banana fields by downloading and using an Artificial intelligence powered smartphone app",1585,"Generic Project to Link the AR Data on CGIAR Program Results Dashboard",,"A smartphone app [called Tumaini; meaning hope in Swahili] to detect banana diseases is freely available on Google Play Store. Over 3000 downloads [and counting] of the app have been made worldwide. Out-scaling is currently picking up steam, with banana R4D networks, and country NARS, Universities, and extension bodies being key.","0 - Not Targeted","0 - Not Targeted","0 - Not Targeted","https://hdl.handle.net/20.500.11766.1/cf1cac","0 - Not Targeted","4131_287"
