pk_id_milestone,version,date_from,date_to,"pk","milestone_id","milestone_title",milestone_year,"outcome_description",outcome_target_year
2430,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-254_104","30-95-254","National partners in at least 2 countries (Vietnam + TBD) engaged in review process on food safety in informal markets (which includes gender and equity aspects)",2017,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2431,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-254_59","30-95-254","National partners in at least 2 countries (Vietnam + TBD) engaged in review process on food safety in informal markets (which includes gender and equity aspects)",2017,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2432,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-256_104","30-95-256","East African Community supports standardized and harmonized policies and regulations for aflatoxins following policy support process ",2018,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2433,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-257_104","30-95-257","Through PACA, 3 countries include Aflasafe as a component for aflatoxin mitigation in National Agriculture Investment Plan  ",2018,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2434,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-258_59","30-95-258","National partners in 2 countries build capacity and use tools from A4NH to implement gender-sensitive risk-based approaches in managing food safety",2019,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2435,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-259_104","30-95-259","At least 3 intergovernmental agencies (WHO, FAO, WB, RECS, OIE) adapt evidence on policy and regulatory advice for food safety in informal markets to member states",2020,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2436,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-259_59","30-95-259","At least 3 intergovernmental agencies (WHO, FAO, WB, RECS, OIE) adapt evidence on policy and regulatory advice for food safety in informal markets to member states",2020,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2437,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-260_104","30-95-260","Regulators in at least 4 countries approve registration of 6 Aflasafe products based on evidence of efficacy and safety of the products  ",2020,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2438,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-260_59","30-95-260","Regulators in at least 4 countries approve registration of 6 Aflasafe products based on evidence of efficacy and safety of the products  ",2020,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2439,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-261_104","30-95-261","Pro-poor and risk-based approaches based on A4NH evidence used in food systems in 5 or more countries",2022,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2440,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-261_59","30-95-261","Pro-poor and risk-based approaches based on A4NH evidence used in food systems in 5 or more countries",2022,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2441,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"30-95-408_104","30-95-408","Policy stakeholders endorse or commit to approaches that draw on A4NH evidence on food safety in informal markets to consider improvements to specific value chain(s)",2018,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches",2022
2442,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-16911_104","31-95-16911","Policy/regulators in at least two types of VCs (dairy, fish, produce) in at least 4 target countries are following gender-sensitive recommendations for food safety based on evidence from A4NH Phase I and II. ",2020,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2443,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-16911_59","31-95-16911","Policy/regulators in at least two types of VCs (dairy, fish, produce) in at least 4 target countries are following gender-sensitive recommendations for food safety based on evidence from A4NH Phase I and II. ",2020,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2444,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-16912_104","31-95-16912","Novel food safety technologies and/or diagnostics deployed at scale in 1 or more value chains. ",2022,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2445,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-16912_59","31-95-16912","Novel food safety technologies and/or diagnostics deployed at scale in 1 or more value chains. ",2022,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2446,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-262_104","31-95-262","1-2 CRP value chains for animal-source foods and/or produce identified for scaling up and out using incentive and market based approaches, coordinated with CRP Livestock, CRP Fish and others",2017,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2447,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-262_59","31-95-262","1-2 CRP value chains for animal-source foods and/or produce identified for scaling up and out using incentive and market based approaches, coordinated with CRP Livestock, CRP Fish and others",2017,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2448,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-263_59","31-95-263","Novel food safety technologies and/or diagnostics piloted in 1 or more value chains. ",2019,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2449,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-264_59","31-95-264","Traders in at least two types of VCs (dairy, fish, produce) in at least 2 target countries are using better food handling practices as a result of A4NH gender-sensitive capacity building. ",2019,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2450,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-265_104","31-95-265","3 more CRP value chains identified for piloting and testing a T&C scheme coordinated with CRP Livestock and CRP Fish",2020,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2451,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-265_59","31-95-265","3 more CRP value chains identified for piloting and testing a T&C scheme coordinated with CRP Livestock and CRP Fish",2020,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2452,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-266_104","31-95-266","Actors in two target VCs/countries adapt and use ex-post gender-sensitive impact assessments of sustainability and compliance in the T&C schemes in their food safety systems",2021,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2453,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-266_59","31-95-266","Actors in two target VCs/countries adapt and use ex-post gender-sensitive impact assessments of sustainability and compliance in the T&C schemes in their food safety systems",2021,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2454,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-267_104","31-95-267","VC/food safety actors implement and track performance, benefitting up to 12,000 traders and 3 million on-farm consumers and 23 million other consumers in Kenya, Tanzania, Uganda and Vietnam",2022,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2455,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"31-95-267_59","31-95-267","VC/food safety actors implement and track performance, benefitting up to 12,000 traders and 3 million on-farm consumers and 23 million other consumers in Kenya, Tanzania, Uganda and Vietnam",2022,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2456,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-16931_104","32-95-16931","At least 3 of the 50 public sector agency and agri-business initiatives initiated on gender-sensitive aflatoxin mitigation with a major emphasis on women (cumulative)",2021,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2457,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-16931_59","32-95-16931","At least 3 of the 50 public sector agency and agri-business initiatives initiated on gender-sensitive aflatoxin mitigation with a major emphasis on women (cumulative)",2021,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2458,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-16932_104","32-95-16932","Private firms produce aflasafe™ in 3 countries",2022,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2459,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-16932_59","32-95-16932","Private firms produce aflasafe™ in 3 countries",2022,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2460,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-268_104","32-95-268","39,000 farmers use biocontrol across 8 countries in Sub Saharan Africa",2017,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2461,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-268_59","32-95-268","39,000 farmers use biocontrol across 8 countries in Sub Saharan Africa",2017,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2462,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-269_59","32-95-269","Regulatory authorities in Kenya consider guidelines for use of binders in animal feed based on A4NH evidence",2019,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2463,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-270_104","32-95-270","At least 40 farm-based organizations obtain 5% premium or more from sale of Aflasafe maize and groundnut due to market linkages created by innovation platforms",2018,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2464,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-271_59","32-95-271","At least 3 large-scale maize millers in up to 3 countries participate in aflatoxin proficiency and/or verification testing",2019,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2465,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-272_104","32-95-272","Four-fold increase from 2017 – 500,000 hectares covered.  156,000 farmers adopt biocontrol across 8 countries in Sub Saharan Africa, producing 548,000 tons of low-aflatoxin maize and groundnut (with 159,000 tons for consumption)",2020,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2466,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-272_59","32-95-272","Four-fold increase from 2017 – 500,000 hectares covered.  156,000 farmers adopt biocontrol across 8 countries in Sub Saharan Africa, producing 548,000 tons of low-aflatoxin maize and groundnut (with 159,000 tons for consumption)",2020,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2467,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-273_104","32-95-273","At least 5 private firms or public institutions adopt aflasafe business plan and commercialization strategies to set up Aflasafe manufacturing and distribution businesses",2020,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2468,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-273_59","32-95-273","At least 5 private firms or public institutions adopt aflasafe business plan and commercialization strategies to set up Aflasafe manufacturing and distribution businesses",2020,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2469,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-274_104","32-95-274","At least 50 public sector agencies and agri-businesses adopt mitigation technologies (aflasafe, post-harvest practices and aflatoxin testing) for reducing aflatoxin in crop value chains (over this period)",2021,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2470,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-274_59","32-95-274","At least 50 public sector agencies and agri-businesses adopt mitigation technologies (aflasafe, post-harvest practices and aflatoxin testing) for reducing aflatoxin in crop value chains (over this period)",2021,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2471,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-275_104","32-95-275","Millers have capacity to monitor the safety of food supplied to 50 million non-farm maize meal consumers in 3 countries ",2022,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2472,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-275_59","32-95-275","Millers have capacity to monitor the safety of food supplied to 50 million non-farm maize meal consumers in 3 countries ",2022,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2473,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-276_104","32-95-276","Tenfold increase from 2017: 1 million hectares and 461,000 farmers have adopted Good Agricultural Practices and/or biocontrol to mitigate aflatoxin contamination",2022,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2474,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"32-95-276_59","32-95-276","Tenfold increase from 2017: 1 million hectares and 461,000 farmers have adopted Good Agricultural Practices and/or biocontrol to mitigate aflatoxin contamination",2022,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use",2022
2475,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"33-96-278_104","33-96-278","At least 3 implementing organizations use evidence generated in Phase 1 of A4NH in programming of nutrition- and gender-sensitive agriculture programs",2018,"Development program implementers and investors (governments, NGOs, UN institutions) use evidence, tools and methods to design and implement cost-effective nutrition-sensitive agricultural programs at scale",2022
2476,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"33-96-279_59","33-96-279","At least 6 implementing organisations use A4NH's evidence (from Phase 1) of (gendered) impacts and cost-effectiveness in programming of nutrition- and gender-sensitive agriculture programs",2022,"Development program implementers and investors (governments, NGOs, UN institutions) use evidence, tools and methods to design and implement cost-effective nutrition-sensitive agricultural programs at scale",2022
2477,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"33-96-325_104","33-96-325","Program implementers (governments, INGOs, NGOs, UN institutions) have increased understanding of (gendered) impact of nutrition-sensitive agriculture programs and improved capacity to use evidence, tools, methods in program design resulting in 16.8 million women and children in target countries benefitting from improved nutrition-sensitive programs being implemented by partner organizations and governments",2022,"Development program implementers and investors (governments, NGOs, UN institutions) use evidence, tools and methods to design and implement cost-effective nutrition-sensitive agricultural programs at scale",2022
2478,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"33-96-325_59","33-96-325","Program implementers (governments, INGOs, NGOs, UN institutions) have increased understanding of (gendered) impact of nutrition-sensitive agriculture programs and improved capacity to use evidence, tools, methods in program design resulting in 16.8 million women and children in target countries benefitting from improved nutrition-sensitive programs being implemented by partner organizations and governments",2022,"Development program implementers and investors (governments, NGOs, UN institutions) use evidence, tools and methods to design and implement cost-effective nutrition-sensitive agricultural programs at scale",2022
2479,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"34-96-280_104","34-96-280","In collaboration with program implementers, evidence and evaluation tools developed in Phase I are used to develop proposals for assessing different nutrition- and gender-sensitive programs in 2 countries (to be determined in consultation with programme partner (WFP) in 2017), each with a rigorous evaluation component included",2017,"Researchers and evaluators, including in CGIAR and other CRPs, use evidence, tools and methods to design high-quality evaluations of a range of nutrition-sensitive agricultural and other multisectoral programs, and continue to build evidence",2022
2480,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"34-96-280_59","34-96-280","In collaboration with program implementers, evidence and evaluation tools developed in Phase I are used to develop proposals for assessing different nutrition- and gender-sensitive programs in 2 countries (to be determined in consultation with programme partner (WFP) in 2017), each with a rigorous evaluation component included",2017,"Researchers and evaluators, including in CGIAR and other CRPs, use evidence, tools and methods to design high-quality evaluations of a range of nutrition-sensitive agricultural and other multisectoral programs, and continue to build evidence",2022
2481,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"34-96-282_59","34-96-282","In collaboration with decisionmakers, nutrition-sensitive agriculture and gender programs are designed in 2 more target countries (tbd) with a rigorous evaluation component included",2019,"Researchers and evaluators, including in CGIAR and other CRPs, use evidence, tools and methods to design high-quality evaluations of a range of nutrition-sensitive agricultural and other multisectoral programs, and continue to build evidence",2022
2482,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"34-96-283_104","34-96-283","Researchers and evaluators are aware of and are using A4NH's evidence on the (gendered) impacts and cost-effectiveness of nutrition- and gender-sensitive agriculture programs in a variety of contexts",2020,"Researchers and evaluators, including in CGIAR and other CRPs, use evidence, tools and methods to design high-quality evaluations of a range of nutrition-sensitive agricultural and other multisectoral programs, and continue to build evidence",2022
2483,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"34-96-283_59","34-96-283","Researchers and evaluators are aware of and are using A4NH's evidence on the (gendered) impacts and cost-effectiveness of nutrition- and gender-sensitive agriculture programs in a variety of contexts",2020,"Researchers and evaluators, including in CGIAR and other CRPs, use evidence, tools and methods to design high-quality evaluations of a range of nutrition-sensitive agricultural and other multisectoral programs, and continue to build evidence",2022
2484,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-284_104","35-96-284","FP4 researchers and stakeholders work with SUN Secretariat to map and analyze current cross-sectoral nutrition-sensitive discourse and context to identify 3 researchable challenges for SUN policy support",2017,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2485,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-284_59","35-96-284","FP4 researchers and stakeholders work with SUN Secretariat to map and analyze current cross-sectoral nutrition-sensitive discourse and context to identify 3 researchable challenges for SUN policy support",2017,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2486,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-285_59","35-96-285","Regional and international organizations, influenced by new knowledge, demonstrate changes in discourse, attitudes, behaviors, and practices related to cross-sectoral nutrition-sensitive agriculture",2019,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2487,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-286_104","35-96-286","Regional and international organizations incorporate new knowledge/approaches on climate change and gender relations in their discourse, attitudes, behaviors, and practices related to cross-sectoral nutrition-sensitive agriculture",2020,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2488,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-286_59","35-96-286","Regional and international organizations incorporate new knowledge/approaches on climate change and gender relations in their discourse, attitudes, behaviors, and practices related to cross-sectoral nutrition-sensitive agriculture",2020,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2489,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-287_104","35-96-287","Evidence of cross-sectoral nutrition-sensitive policy and investment decisions by regional, international or UN actors in 5 focal countries",2021,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2490,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-287_59","35-96-287","Evidence of cross-sectoral nutrition-sensitive policy and investment decisions by regional, international or UN actors in 5 focal countries",2021,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2491,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-288_104","35-96-288","Change and responsiveness in policy decision, procedure and behaviors demonstrated through examples of cross-sectoral action and investment related to gender- nutrition- and health-sensitive development by key regional, international and UN stakeholders in 10 focal countries",2022,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2492,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"35-96-288_59","35-96-288","Change and responsiveness in policy decision, procedure and behaviors demonstrated through examples of cross-sectoral action and investment related to gender- nutrition- and health-sensitive development by key regional, international and UN stakeholders in 10 focal countries",2022,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies",2022
2493,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"36-96-289_104","36-96-289","National policymakers and shapers, and stakeholders from different sectors, civil society and industry engage in policy environment analysis/stories of change in 7 focal countries: Bangladesh, Ethiopia, India (state level), Nepal, Tanzania, Vietnam, and Zambia",2017,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
2494,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"36-96-289_59","36-96-289","National policymakers and shapers, and stakeholders from different sectors, civil society and industry engage in policy environment analysis/stories of change in 7 focal countries: Bangladesh, Ethiopia, India (state level), Nepal, Tanzania, Vietnam, and Zambia",2017,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
2495,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"36-96-290_104","36-96-290","Gender-sensitive diagnostic and priority-setting tools developed and applied in 3 focal countries",2018,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
2496,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"36-96-291_59","36-96-291","Engagement of national stakeholders in policy analysis in 3 more focal countries",2019,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
2497,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"36-96-292_104","36-96-292","Evidence of cross-sectoral nutrition-sensitive policy and investment decisions in 6 focal countries",2021,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
2498,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"36-96-292_59","36-96-292","Evidence of cross-sectoral nutrition-sensitive policy and investment decisions in 6 focal countries",2021,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
2499,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"36-96-293_104","36-96-293","Change and responsiveness in policy decisions, procedures and behaviors demonstrated through examples of cross-sectoral action related to gender- nutrition- and health-sensitive development in 10 focal countries",2022,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
2500,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"36-96-293_59","36-96-293","Change and responsiveness in policy decisions, procedures and behaviors demonstrated through examples of cross-sectoral action related to gender- nutrition- and health-sensitive development in 10 focal countries",2022,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation",2022
2501,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-294_104","37-96-294","3 key capacity gaps identified through engagement with key partners from SUN, CAADP, and others in identified pathways at national, regional, international and subnational levels and cross-CRP to guide flagship capacity strengthening agenda and shape regional events in 2018",2017,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2502,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-294_59","37-96-294","3 key capacity gaps identified through engagement with key partners from SUN, CAADP, and others in identified pathways at national, regional, international and subnational levels and cross-CRP to guide flagship capacity strengthening agenda and shape regional events in 2018",2017,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2503,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-295_104","37-96-295","FP4 researchers with key partners from SUN, CAADP and others host at least one regional learning event involving participants from at least four focal countries and other CGIAR/CRP researchers",2018,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2504,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-296_59","37-96-296","Strengthened cross-sectoral collaborative engagement capacity and leadership among partners in 3 focus countries and in CRPs/other CGIAR Centers",2019,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2505,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-297_104","37-96-297","Improved capacity to use information systems and apply gender-sensitive information tools to inform policy processes by focus country teams and other country nutrition leaders",2020,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2506,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-297_59","37-96-297","Improved capacity to use information systems and apply gender-sensitive information tools to inform policy processes by focus country teams and other country nutrition leaders",2020,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2507,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-298_104","37-96-298","At least 4 national, 1 regional (e.g., CAADP), and 1 global context demonstrate better use of available evidence in processes to inform policy and implementation processes",2021,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2508,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-298_59","37-96-298","At least 4 national, 1 regional (e.g., CAADP), and 1 global context demonstrate better use of available evidence in processes to inform policy and implementation processes",2021,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2509,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-299_104","37-96-299","Evidence based learning culture reflected within ANH policy communities in 6 focal countries and 3 key regional partners",2022,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
2510,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"37-96-299_59","37-96-299","Evidence based learning culture reflected within ANH policy communities in 6 focal countries and 3 key regional partners",2022,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation.",2022
