pk_id_powb_outcome,version,date_from,date_to,id,"crp_program_outcome_description"
466,1,1900-01-01 00:00:00,2200-01-01 00:00:00,466,"Outcome 5.4: Improved soil management practices adopted on at least 200,000 ha cultivated by smallholder farmers"
467,1,1900-01-01 00:00:00,2200-01-01 00:00:00,467,"Outcome 5.5: Capacity to deal with climate risks and extremes increased for at least 500,000 HH"
468,1,1900-01-01 00:00:00,2200-01-01 00:00:00,468,"Outcome 5.6: At least 35% increase in number of female and young beneficiaries of at least 200,000 HH perceive to have better control over assets and resources"
469,1,1900-01-01 00:00:00,2200-01-01 00:00:00,469,"Outcome 5.8: At least 66 cases where RTB crops/technologies are newly included in policies or programs executed by government agencies, NGOs, and/or private sector"
470,1,1900-01-01 00:00:00,2200-01-01 00:00:00,470,"Outcome 5.9: At least 1,500 research/development staff in RTB and in mixed-type partner organizations across prime target countries with strengthened research and innovation capacities including gender-responsive and transformative research"
471,1,1900-01-01 00:00:00,2200-01-01 00:00:00,471,"FP1 Outcome: 1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies"
472,1,1900-01-01 00:00:00,2200-01-01 00:00:00,472,"FP1 Outcome: 1.8 National and regional policy makers improved policy-making and increased investment based on evidence"
473,1,1900-01-01 00:00:00,2200-01-01 00:00:00,473,"FP1 Outcome: 1.9 Last mile provider (extension partners, farmers organizations, community-based organizations, private sector) increased access and promotion of technologies to farmers"
474,1,1900-01-01 00:00:00,2200-01-01 00:00:00,474,"FP2 Outcome: 2.4 Crop researchers world-wide increased use of novel germplasm and tools for validation, refinement and development of products"
475,1,1900-01-01 00:00:00,2200-01-01 00:00:00,475,"FP2 Outcome: 2.5 Breeders develop improved varieties more efficiently through greater access and use of documented germplasm and tools"
476,1,1900-01-01 00:00:00,2200-01-01 00:00:00,476,"FP3 Outcome: 3.12 Non-and-subsistence farmers adopted improved varieties"
477,1,1900-01-01 00:00:00,2200-01-01 00:00:00,477,"FP3 Outcome: 3.2 Partner breeding teams increased multidisciplinary and multi-institutional collaboration"
478,1,1900-01-01 00:00:00,2200-01-01 00:00:00,478,"FP3 Outcome: 3.3 Partner breeding teams improved breeding processes by adopting new technologies, methodologies, approaches and genetic resources"
479,1,1900-01-01 00:00:00,2200-01-01 00:00:00,479,"FP3 Outcome: 3.4 CRP commodities enhanced engagement in joint lobbying for speeding-up release of improved varieties"
480,1,1900-01-01 00:00:00,2200-01-01 00:00:00,480,"FP3 Outcome: 3.6 National regulators of crop variety release improved enabling environment to speeding-up release of improved varieties"
481,1,1900-01-01 00:00:00,2200-01-01 00:00:00,481,"FP3 Outcome: 3.7 Extension partners (universities, national/state/provincial governments) increased access and promotion of adoption of improved varieties to farmers, and increased investment in emerging private sector circumstances"
482,1,1900-01-01 00:00:00,2200-01-01 00:00:00,482,"FP3 Outcome: 3.8 Farmer organizations increased access and promotion of adoption of improved varieties to farmers"
483,1,1900-01-01 00:00:00,2200-01-01 00:00:00,483,"FP4 Outcome: 4.10 Smallholder farmers adopted and adapted SI practices and products"
484,1,1900-01-01 00:00:00,2200-01-01 00:00:00,484,"FP4 Outcome: 4.4 NARS increased use of participatory approach in system research"
485,1,1900-01-01 00:00:00,2200-01-01 00:00:00,485,"FP4 Outcome: 4.6 Private sector (and public sector) increased provision of services to smallholder farmers to increase their ability to adopt SI practices and products"
486,1,1900-01-01 00:00:00,2200-01-01 00:00:00,486,"FP4 Outcome: 4.8 Actors in SI increased consideration and integration of gender and social inclusion into policies, processes and practices."
487,1,1900-01-01 00:00:00,2200-01-01 00:00:00,487,"FP4 Outcome: 4.9 Smallholder farmers increased their capacity to adopt and adapt SI practices and products (associated with crosscutting sub-IDO)."
488,1,1900-01-01 00:00:00,2200-01-01 00:00:00,488,"1.1: Better informed landscape restoration policies, approaches and Interventions."
489,1,1900-01-01 00:00:00,2200-01-01 00:00:00,489,"1.2 Policies, strategies and interventions investing in practices that rehabilitate or protect soil fertility and soil Carbon"
490,1,1900-01-01 00:00:00,2200-01-01 00:00:00,490,"1.3 Strengthen approaches to the monitoring and evaluation of land restoration and the assessment of land degradation Risks."
491,1,1900-01-01 00:00:00,2200-01-01 00:00:00,491,"2.1: Policy and practice informed by more effective agricultural land and water management solutions and investment Options"
492,1,1900-01-01 00:00:00,2200-01-01 00:00:00,492,"2.2: Improved management of new and revitalized medium to large scale irrigation schemes"
493,1,1900-01-01 00:00:00,2200-01-01 00:00:00,493,"2.2: Improved management of New/Changed and revitalized medium to large scale irrigation schemes"
494,1,1900-01-01 00:00:00,2200-01-01 00:00:00,494,"3.1 Improved capacity of urban stakeholders to implement evidence-based policies and practices in support of urban food security and Resilience.*"
495,1,1900-01-01 00:00:00,2200-01-01 00:00:00,495,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop Production"
496,1,1900-01-01 00:00:00,2200-01-01 00:00:00,496,"4.1: Uptake of solutions to enhance resilience to extreme water variability at different levels *"
497,1,1900-01-01 00:00:00,2200-01-01 00:00:00,497,"4.2: Uptake of solutions and investment options better able to address tradeoffs across competing water-energy- food needs"
498,1,1900-01-01 00:00:00,2200-01-01 00:00:00,498,"5.1 Policymakers have improved access to evidence, tools and expert advice to design and manage agriculture and natural resource interventions Sustainably *"
499,1,1900-01-01 00:00:00,2200-01-01 00:00:00,499,"5.2 Natural and agricultural resource interventions are more cost- effective by minimizing negative trade-offs that degrade Landscapes*"
500,1,1900-01-01 00:00:00,2200-01-01 00:00:00,500,"Key partners, stakeholders, and institutions (including national and local policy makers, private sector, consumer organizations, and other CRPs) are effectively implementing the evidence and lessons learned at scale in their food system related strategies and policy agenda"
501,1,1900-01-01 00:00:00,2200-01-01 00:00:00,501,"Partners and other CRPs incorporate nutrition, health and gender in agri-food value chains and food systems programs"
502,1,1900-01-01 00:00:00,2200-01-01 00:00:00,502,"Partners, including value chain actors, use evidence from impact evaluations when making operational and investment decisions"
503,1,1900-01-01 00:00:00,2200-01-01 00:00:00,503,"Public-private partnerships formed to promote implementation of A4NH strategies for agri-food value chain/food system innovations"
504,1,1900-01-01 00:00:00,2200-01-01 00:00:00,504,"Biofortification mainstreamed into CGIAR and NARS breeding efforts"
505,1,1900-01-01 00:00:00,2200-01-01 00:00:00,505,"Biofortification supported by global institutions and incorporated into plans and policies by stakeholders"
506,1,1900-01-01 00:00:00,2200-01-01 00:00:00,506,"Evidence on nutritional efficacy and impact informs value chain actors, as well as national and international investors"
507,1,1900-01-01 00:00:00,2200-01-01 00:00:00,507,"High-yielding micronutrient enhanced varieties delivered at scale in priority countries"
508,1,1900-01-01 00:00:00,2200-01-01 00:00:00,508,"High-yielding micronutrient enhanced varieties developed and released in priority countries"
509,1,1900-01-01 00:00:00,2200-01-01 00:00:00,509,"Biocontrol and GAP delivered at scale in key countries along with understanding of their impact and appropriate use"
510,1,1900-01-01 00:00:00,2200-01-01 00:00:00,510,"Key food safety evidence users (donors, academics, INGOs, national policymakers, civil society, and industry) are aware of and use evidence in the support, formulation and/or implementation of pro-poor and risk-based food safety approaches"
511,1,1900-01-01 00:00:00,2200-01-01 00:00:00,511,"Market-based food safety innovations delivered at scale in key countries along with understanding of their impact and appropriate use"
512,1,1900-01-01 00:00:00,2200-01-01 00:00:00,512,"Development program implementers and investors (governments, NGOs, UN institutions) use evidence, tools and methods to design and implement cost-effective nutrition-sensitive agricultural programs at scale"
513,1,1900-01-01 00:00:00,2200-01-01 00:00:00,513,"National policymakers and shapers, and stakeholders from different sectors, civil society and industry use evidence to design effective nutrition-sensitive policies, and ensure quality implementation"
514,1,1900-01-01 00:00:00,2200-01-01 00:00:00,514,"Regional, international and UN agencies and initiatives and investors use evidence, tools and methods to inform decisions and investment strategies to guide and support nutrition-sensitive agricultural programming and nutrition-sensitive policies"
515,1,1900-01-01 00:00:00,2200-01-01 00:00:00,515,"Researchers and evaluators, including in CGIAR and other CRPs, use evidence, tools and methods to design high-quality evaluations of a range of nutrition-sensitive agricultural and other multisectoral programs, and continue to build evidence"
516,1,1900-01-01 00:00:00,2200-01-01 00:00:00,516,"Stakeholders from different sectors, governments, UN institutions, civil society and industry, including CGIAR and other CRPs, have improved capacity to generate and use evidence to improve nutrition-sensitive agricultural programming, nutrition-sensitive policymaking and implementation"
517,1,1900-01-01 00:00:00,2200-01-01 00:00:00,517,"Agricultural and public health policymakers and implementers deliver coordinated and effective solutions to cysticercosis and other zoonotic threats"
518,1,1900-01-01 00:00:00,2200-01-01 00:00:00,518,"Agricultural practices modified to reduce health risks"
519,1,1900-01-01 00:00:00,2200-01-01 00:00:00,519,"Agricultural research and funding institutions initiate collaboration with public health counterparts to solve complex intersectoral problems"
520,1,1900-01-01 00:00:00,2200-01-01 00:00:00,520,"Public and private sector policymakers implement measures to reduce human and animal health risks from antimicrobial resistance and other interactions"
521,1,1900-01-01 00:00:00,2200-01-01 00:00:00,521,"Outcome: 1.1. A demand-driven analytics environment is available."
522,1,1900-01-01 00:00:00,2200-01-01 00:00:00,522,"Outcome: 1.2. CGIAR resources are discoverable and reused."
523,1,1900-01-01 00:00:00,2200-01-01 00:00:00,523,"Outcome: 1.3. Standards and semantics are utilized to enable FAIR agricultural data."
524,1,1900-01-01 00:00:00,2200-01-01 00:00:00,524,"Outcome: 1.4. Enhance capacity, catalyze culture change to further CGIAR OA/OD compliance and public goods mandate."
525,1,1900-01-01 00:00:00,2200-01-01 00:00:00,525,"Outcome: 2.1. CGIAR is more broadly engaged in big data community."
526,1,1900-01-01 00:00:00,2200-01-01 00:00:00,526,"Outcome: 2.2. CGIAR increases its capacity to work on priority topics more quickly, more effectively, and at greater scale."
527,1,1900-01-01 00:00:00,2200-01-01 00:00:00,527,"Outcome: 2.3. CGIAR develops as a learning organization."
528,1,1900-01-01 00:00:00,2200-01-01 00:00:00,528,"Outcome: 3.1 CGIAR shows how data-driven approaches yield results in poverty reduction, enhanced nutrition, or environmental benefits."
529,1,1900-01-01 00:00:00,2200-01-01 00:00:00,529,"# of countries/states where CCAFS priority setting used to target and implement interventions to improve food and nutrition security under a changing climate"
530,1,1900-01-01 00:00:00,2200-01-01 00:00:00,530,"# of national/state organizations and institutions adapting their plans and directing investment to increase women's access to, and control over, productive assets and resources"
531,1,1900-01-01 00:00:00,2200-01-01 00:00:00,531,"# of organizations and institutions in selected countries/states adapting plans and directing investment to optimize consumption of diverse nutrient-rich foods, with all plans and investments examined for their gender implications"
532,1,1900-01-01 00:00:00,2200-01-01 00:00:00,532,"# of policy decisions taken (in part) based on engagement and information dissemination by CCAFS"
533,1,1900-01-01 00:00:00,2200-01-01 00:00:00,533,"$ USD new investments by state, national, regional and global agencies, informed by CCAFS science and engagement"
534,1,1900-01-01 00:00:00,2200-01-01 00:00:00,534,"# policy decisions taken (in part) based on engagement and information dissemination by CCAFS"
535,1,1900-01-01 00:00:00,2200-01-01 00:00:00,535,"15 development organizations, with the focus on investments for CSA activities, adapting their plans or directing investment to increase women's access to, and control over, productive assets and resources"
536,1,1900-01-01 00:00:00,2200-01-01 00:00:00,536,"15 sub-national public/private initiatives providing access to novel financial services and supporting innovative CSA business models"
537,1,1900-01-01 00:00:00,2200-01-01 00:00:00,537,"50 site-specific targeted CSA options (technologies, practices and services) tested and examined for their gender implications"
538,1,1900-01-01 00:00:00,2200-01-01 00:00:00,538,"6 million farm households receiving incentives (training, financial, programmatic, policy-related) for adopting CSA related practices and technologies that potentially reduce production risks with increased benefits for women"
539,1,1900-01-01 00:00:00,2200-01-01 00:00:00,539,"# of agricultural development initiatives where CCAFS science is used to target and implement interventions to increase input efficiency"
540,1,1900-01-01 00:00:00,2200-01-01 00:00:00,540,"# of low emissions plans developed that have significant mitigation potential for 2030, i.e. will contribute to at least 5% GHG emissions reduction or reach at least 10,000 farmers, with all plans examined for their gender implications"
541,1,1900-01-01 00:00:00,2200-01-01 00:00:00,541,"# of organizations adapting their plans or directing investment to increase women's participation in decision-making about LED in agriculture"
542,1,1900-01-01 00:00:00,2200-01-01 00:00:00,542,"# of policy decisions taken (in part) based on engagement and information dissemination by CCAFS"
543,1,1900-01-01 00:00:00,2200-01-01 00:00:00,543,"$ USD new investments by state, national, regional and global agencies, informed by CCAFS science and engagement"
544,1,1900-01-01 00:00:00,2200-01-01 00:00:00,544,"20 of development organizations adapting their plans and directing investment to increase women's access to, and control over, productive assets and resources through gender-sensitive climate-based advisories and safety nets"
545,1,1900-01-01 00:00:00,2200-01-01 00:00:00,545,"40 of institutions or major initiatives that use CCAFS research outputs for services that support farm households' management of climatic risks"
546,1,1900-01-01 00:00:00,2200-01-01 00:00:00,546,"8 of million farm households with improved access to capital, with increased benefits for women (millions)"
547,1,1900-01-01 00:00:00,2200-01-01 00:00:00,547,"CGIAR and NARS breeders develop and identify cultivars more efficiently, with clearer targets for men and women farmers, and optimized breeding pipelines that result in accelerated breeding cycles and rates of genetic gain per unit time of at least 1% annually and at least double pre-2018 levels under typical farmers conditions. Outcome should be variety turnover."
548,1,1900-01-01 00:00:00,2200-01-01 00:00:00,548,"Increased rates of genetic gain through use of best practices, optimization of breeding strategy and more effective use of resources (time, finances)."
549,1,1900-01-01 00:00:00,2200-01-01 00:00:00,549,"Efficient and effective application of genomic technology in breeding is mainstreamed within AFS networks, accelerating the rate of genetic gain delivered in farmers' fields."
550,1,1900-01-01 00:00:00,2200-01-01 00:00:00,550,"Increased phenotyping throughput and accuracy accelerate genetic gains, achieving a stage 1 MET heritability > 0.6."
551,1,1900-01-01 00:00:00,2200-01-01 00:00:00,551,"Genotypic, phenotypic, and pedigree data are fully integrated for use in real-time selection decisions by AFS breeding networks."
552,1,1900-01-01 00:00:00,2200-01-01 00:00:00,552,"1.5 million households have access to and are using our selectively improved, faster growing and more resilient strains of tilapia and carp seed."
553,1,1900-01-01 00:00:00,2200-01-01 00:00:00,553,"2.5 million households have adopted disease detection and control strategies, cost-effective and sustainable aqua-feeds and/or improved aquaculture management practices"
554,1,1900-01-01 00:00:00,2200-01-01 00:00:00,554,"1.2 million people, of which half are women, assisted to exit poverty through livelihood improvements"
555,1,1900-01-01 00:00:00,2200-01-01 00:00:00,555,"2.1 million ha of inland aquatic and coastal marine habitat restored and under more productive and equitable management"
556,1,1900-01-01 00:00:00,2200-01-01 00:00:00,556,"Reduced poverty for 1 million fishery dependent households as a result of adopting improved fisheries management"
557,1,1900-01-01 00:00:00,2200-01-01 00:00:00,557,"Agricultural and horticultural research and development partners adopt cost-effective domestication approaches for priority tree species, based on impacts and maximizing efficiency, and considering trade-offs involved in intensification, while paying attention to smallholder breeders’ rights"
558,1,1900-01-01 00:00:00,2200-01-01 00:00:00,558,"Managers and policy-makers adopt effective monitoring methods, tools and practices to mitigate threats to valuable TGR, and implement suitable safeguarding strategies in line with international initiatives, such as the Global Plan of Action for Forest Genetic Resources and the Global Strategy on Conservation and Use of Cacao Genetic Resources"
559,1,1900-01-01 00:00:00,2200-01-01 00:00:00,559,"National governments, extension services and private partners adopt cost-effective and equitable tree-planting material delivery approaches, with attention to appropriate international and national policies governing material transfer/use agreements and using the most appropriate decision support tools, to supply high-quality site-appropriate tree-planting material to smallholders and other growers"
560,1,1900-01-01 00:00:00,2200-01-01 00:00:00,560,"Diversified tree-crop production systems covering 5 million ha and improving diets and livelihood opportunities for 20 million people in smallholder producer households."
561,1,1900-01-01 00:00:00,2200-01-01 00:00:00,561,"Improved food security and livelihood opportunities for 20 million smallholder households (100 million people) and more productive and equitable management of natural resources over an area of at least 50 million ha. This outcome integrates some outputs from other research clusters through their scaling."
562,1,1900-01-01 00:00:00,2200-01-01 00:00:00,562,"Improved livelihood opportunities involving timber, fruit and NTFPs contributing a 25% increase in income for over 5 million people and more equitable management of natural resources, including a 25% increase in women’s participation in decisions involving tree and forest management and utilization and improvement in substantive representation of women in community forest management institutions."
563,1,1900-01-01 00:00:00,2200-01-01 00:00:00,563,"Increased access to diverse, nutrient rich food for 20 million people through closing yield gaps by trees in agricultural systems improving and maintaining soil health as well as intensifying system interactions (fodder and firewood) and directly contributing to production, reducing and reversing land degradation and increasing the resilience of smallholder livelihoods."
564,1,1900-01-01 00:00:00,2200-01-01 00:00:00,564,"Reducing yield gaps through improved pasture management and animal husbandry on over 15 million ha and 1 million animals and contributing to reducing and reversing land degradation on over 5 million ha"
565,1,1900-01-01 00:00:00,2200-01-01 00:00:00,565,"5 business platforms and 20 businesses and service providers develop and implement business models that are more inclusive, economically viable and environmentally sustainable"
566,1,1900-01-01 00:00:00,2200-01-01 00:00:00,566,"At least 30% of financial service providers lending to timber, tree and agricultural crops adopt ESG criteria, and increase in 25% the lending to models that integrate smallholders and SMEs"
567,1,1900-01-01 00:00:00,2200-01-01 00:00:00,567,"Public and private actors adopt effective governance arrangements, mechanisms and tools for ensuring sustainable and inclusive commodity supply in at least 3 major producer countries"
568,1,1900-01-01 00:00:00,2200-01-01 00:00:00,568,"(Sub)national governance systems in at least 10 countries use contextualized theories of change to guide transitions to integral achievement of sustainable development goals through restoration, conservation and management of landscape multi-functionality, using similarity domains based on patterns and intensities of forest and tree cover change in space and time in sentinel landscapes understood on the basis of 'drivers' that operate at larger scales"
569,1,1900-01-01 00:00:00,2200-01-01 00:00:00,569,"Adaptive landscape institutions empowered and supported on 6 M ha inhabited by 4 M people to manage changing landscape mosaics towards more balanced and adaptive multifunctionality and successful 'forest landscape restoration' through 'action research' and inclusive, participatory learning. This is aligned with efforts in PIM.5.2 -oe6 million hectares of shared landscapes under more productive and equitable management."
570,1,1900-01-01 00:00:00,2200-01-01 00:00:00,570,"Diverse diets from tree cover in mosaic landscapes recognized and enhanced as contributions to balanced diets through Increase of availability, and access to, nutrient-rich wild and cultivated food products from these landscapes (10 sentinel landscapes 10 M people)."
571,1,1900-01-01 00:00:00,2200-01-01 00:00:00,571,"Sub)national governance systems in landscapes covering 100 M ha and inhabited by 70 M people use quantified and valued functions of FT&A for biodiversity, full hydrological cycle and ecosystem services analyzed across knowledge domains and available for policy-level synthesis and planning."
572,1,1900-01-01 00:00:00,2200-01-01 00:00:00,572,"Efficient, effective and equitable climate national and international mitigation policies and funding, aligned with development objectives (3E+ goals)."
573,1,1900-01-01 00:00:00,2200-01-01 00:00:00,573,"Food and bioenergy production policy and practice integrated more visibly in the intervention areas."
574,1,1900-01-01 00:00:00,2200-01-01 00:00:00,574,"Performance assessment of mitigation and adaptation policy and practice widely implemented following good evaluation practice."
575,1,1900-01-01 00:00:00,2200-01-01 00:00:00,575,"Risk-assessed ecosystem-based adaptation (EbA) policy and practice in place including joint mitigation and adaptation approaches"
576,1,1900-01-01 00:00:00,2200-01-01 00:00:00,576,"1. Improved evidence is used to inform strategic investments and scalable gender-intentional innovations and approaches to enable greater gender equality and inclusion in food systems by CGIAR, governments, regional bodies, donors and multilateral agencies by 2028 1.1 CRPs, CGIAR centers, governments, regional bodies, funders and multilateral agencies utilize the evidence on what works for women’s empowerment in agriculture to inform strategic investments (2026) 1.2 CRPs, CGIAR centres, and NARES test and evaluate innovations and pro-poor, transformative approaches developed from the evidence base before going to scale (2026) 1.3 CRPs, CGIAR centres, and NARES improve the quality of gender research evidence generated (2026)"
577,1,1900-01-01 00:00:00,2200-01-01 00:00:00,577,"2. Forward-looking, dynamic and iterative gender tools, methods and other resources are used to improve the quality of global gender research and gender integrated interventions by CGIAR, NARES, universities and NGOs in food systems by 2025. 4.1 Social and biophysical researchers use critical thinking and reflexivity to develop, use and adapt gender methods and standards and other gender resources to better integrate gender in AR4D (2027)"
578,1,1900-01-01 00:00:00,2200-01-01 00:00:00,578,"3 Gender integration is prioritized and practiced throughout AR4D by CGIAR, national governments, NARES, NGOs, donors and other partners by 2030. 3.1 The CGIAR system uses strengthened gender capacities to guide institutional culture change (2028) 3.2 Social and biophysical researchers participate in the capacity development activities and build rigorous gender research skills at different levels and scales (2028) 3.3 CGIAR, national governments, NARES, NGOs, funding agencies and other partners implement culture change plans that aim to strengthen their commitment to prioritizing gender in AR4D (2028)"
579,1,1900-01-01 00:00:00,2200-01-01 00:00:00,579,"Outcome 1.1 Disease-free, viable, documented germplasm made available"
580,1,1900-01-01 00:00:00,2200-01-01 00:00:00,580,"Outcome 1.2 Crop diversity conserved in a rational and effective global system"
581,1,1900-01-01 00:00:00,2200-01-01 00:00:00,581,"Outcome 2.0 More effective access and use of germplasm enabled"
582,1,1900-01-01 00:00:00,2200-01-01 00:00:00,582,"Outcome 3: Supportive policy environment developed"
583,1,1900-01-01 00:00:00,2200-01-01 00:00:00,583,"Improved targeting and responsiveness of research to market and household demands in the face of climate change for greater technology adoption, food and nutrition security, resilience, and poverty reduction"
584,1,1900-01-01 00:00:00,2200-01-01 00:00:00,584,"Inclusive and equitable technologies and innovation systems established for accelerated and broadened impact across the agri-food system"
585,1,1900-01-01 00:00:00,2200-01-01 00:00:00,585,"Market and household demand identified, and trade- offs assessed for more inclusive value chains that improve income and nutrition status in target regions"
586,1,1900-01-01 00:00:00,2200-01-01 00:00:00,586,"Strong project design, execution, monitoring and evaluation systems and tools consistently applied in GLDC scaling projects, with demonstrable progress in enhanced adoption and impact"
587,1,1900-01-01 00:00:00,2200-01-01 00:00:00,587,"Cropping systems sustainably intensified and diversified"
588,1,1900-01-01 00:00:00,2200-01-01 00:00:00,588,"Pest and diseases controlled safely and with reduced agro-chemical inputs"
589,1,1900-01-01 00:00:00,2200-01-01 00:00:00,589,"Tested, adapted and validated options applied for sustainable intensification and livelihood diversification by farmers"
590,1,1900-01-01 00:00:00,2200-01-01 00:00:00,590,"New varieties and allied innovations improving productivity and production potential, agribusiness opportunity and stabilizing food supply"
591,1,1900-01-01 00:00:00,2200-01-01 00:00:00,591,"Robust and responsive global to national breeding systems produce and deliver novel varieties and allied innovations at appropriate scale and scope"
592,1,1900-01-01 00:00:00,2200-01-01 00:00:00,592,"National researchers able to apply acquired skills in other pre- breeding programs; development of enabling technologies platforms to be used for rapid trait discovery, trait validation, trait development, and trait introgression"
593,1,1900-01-01 00:00:00,2200-01-01 00:00:00,593,"Pre-breeding products using genebanks and other sources and modern tools to increase genetic diversity in breeding programs globally"
594,1,1900-01-01 00:00:00,2200-01-01 00:00:00,594,"Trait discovery and development based on genomics and phenomics to generate new markers to support trait integration through the use of modern enabling technologies and forward breeding"
595,1,1900-01-01 00:00:00,2200-01-01 00:00:00,595,"Business models for multiplication and delivery of improved livestock genetics, to resource poor women and men livestock keepers, implemented by national research and development partners, and the private sector in five CRP priority countries and other locations"
596,1,1900-01-01 00:00:00,2200-01-01 00:00:00,596,"Data on livestock diversity and systems, including from a gendered lens, used to develop or refine genetic improvement and / or conservation strategies by policymakers, national research and development partners, and the private sector, in 5 CRP priority countries and other locations"
597,1,1900-01-01 00:00:00,2200-01-01 00:00:00,597,"Genetic improvement strategies for improved livestock genetics implemented by national research and development partners, and the private sector in 6 CRP priority countries and other locations."
598,1,1900-01-01 00:00:00,2200-01-01 00:00:00,598,"Women and men resource poor livestock keepers sustainably utilizing improved livestock genetics, both productive and adapted, in 3 priority countries and other locations."
599,1,1900-01-01 00:00:00,2200-01-01 00:00:00,599,"Assessment tools for significance of animal diseases and risk maps for emergence of animal diseases are used by 100 local and national and 50 international research partners and donors to prioritize research and development interventions to reduce livestock disease risks for livestock keepers"
600,1,1900-01-01 00:00:00,2200-01-01 00:00:00,600,"Context specific herd health management packages adopted by farmers, extension and animal health workers in priority countries and other locations"
601,1,1900-01-01 00:00:00,2200-01-01 00:00:00,601,"Improved access to livestock-related health services and products for female and male livestock keepers in the 4 priority countries (Ethiopia, Tanzania, Uganda and Vietnam)"
602,1,1900-01-01 00:00:00,2200-01-01 00:00:00,602,"Livestock keepers have necessary knowledge of anti-microbial resistance (AMR) and anti-parasitic resistance (APR) to change their practices accordingly, piloted in two priority countries (Uganda and Vietnam)"
603,1,1900-01-01 00:00:00,2200-01-01 00:00:00,603,"National and international research partners, government agencies and the private sector use 2 novel diagnostic assays and vaccines for control of ASF, CBPP, CCPP, ECF and PPR in at least 6 countries."
604,1,1900-01-01 00:00:00,2200-01-01 00:00:00,604,"Increased delivery and uptake of feed and forage resources through proof-of-concept scaling, business model development and value-chain approaches by development partners, the private sector (feed and forage traders, feed processors) and (1 million by 2022) farmers across diverse environments in priority countries and other locations in Latin America, North and East Africa and South and Southeast Asia"
605,1,1900-01-01 00:00:00,2200-01-01 00:00:00,605,"Livestock producers in 3 priority countries: apply management strategies to conserve and rehabilitate rangelands and pastures while ensuring ongoing ability to produce, preserve and store feed biomass and use diets that increase productivity while reducing overall feed and forage costs and environmental impacts (with the environment and livelihoods flagships)."
606,1,1900-01-01 00:00:00,2200-01-01 00:00:00,606,"Local, national and international research and development partners, the private sector, decision-makers and livestock producers are able to diagnose feed constraints and opportunities and to effectively prioritize and target feed and forage interventions, resulting in: a 10% improvement in utilization of feeds and forages, a 20% increase in animal production using improved feed and forage technologies, a 10% accuracy increase for biomass and quality estimation and at least 250,000 annual visitors to global databases, repositories, interactive tools and maps and the Tropical Grasslands/ Forrajes Tropicales journal website."
607,1,1900-01-01 00:00:00,2200-01-01 00:00:00,607,"National and international development partners, government agencies and extension services, the private sector and community-based organisations in 3 priority countries are using CRP-related research outputs for better utilization of existing and novel feed and forage resources. This will be through (a) scalable processing technologies, (b) management strategies to conserve and rehabilitate rangelands and (c) diet formulation that increases productivity while reducing overall feed and forage costs and environment impacts."
608,1,1900-01-01 00:00:00,2200-01-01 00:00:00,608,"National and international research and development partners and the private sector are using CRP developed forage and rangeland resources (with enhanced traits), in 30 countries and reaching producers who plant over 2 million ha, to increase the rate of genetic gain and exploit the genetic diversity of forages and rangeland species to enhance stress-tolerance, biomass productivity and nutritive value"
609,1,1900-01-01 00:00:00,2200-01-01 00:00:00,609,"New forage and crop cultivars, superior to local (based on food, feed and fodder traits weighted according to target domains), made available by development partners, government agencies and the private sector and applied by farmers in 7 priority counties and other locations."
610,1,1900-01-01 00:00:00,2200-01-01 00:00:00,610,"Environmental concerns are considered in decision making across at least 10 priority countries and other locations, by national and international development partners, government agencies and extension systems, including technology developers seeking to improve cattle, small ruminant and pig production"
611,1,1900-01-01 00:00:00,2200-01-01 00:00:00,611,"Evidence generated by the flagship influences key global livestock agendas (IPCC, Global agenda for Sustainable Livestock)"
612,1,1900-01-01 00:00:00,2200-01-01 00:00:00,612,"National government agencies across at least 5 priority countries design and implement key policies to improve the environmental management of livestock systems"
613,1,1900-01-01 00:00:00,2200-01-01 00:00:00,613,"Targeted solutions are used by research and development partners, across at least 10 priority countries and other locations, to increase the productivity of cattle, small ruminants and pigs in the face of ongoing environmental changes"
614,1,1900-01-01 00:00:00,2200-01-01 00:00:00,614,"Development partners, private sector and government agencies across 4 priority countries apply innovative institutional arrangements to enhance competitiveness and inclusiveness"
615,1,1900-01-01 00:00:00,2200-01-01 00:00:00,615,"International researchers and agencies use improved livestock system modelling tools and apply them to new problems based on their mandate areas"
616,1,1900-01-01 00:00:00,2200-01-01 00:00:00,616,"Local and national development actors, government agencies, and the private sector invest in and adopt the most successful approaches for enhancing livestock-mediated nutritional impact, including institutional arrangements and behavioural change, in 3 priority countries."
617,1,1900-01-01 00:00:00,2200-01-01 00:00:00,617,"National and international research partners and policymakers use analyses of livestock-sector dynamics, investment and ex-ante impact assessments to guide priority setting, investment and policy development for the livestock sector in 5 priority countries and within the Livestock CRP"
618,1,1900-01-01 00:00:00,2200-01-01 00:00:00,618,"FP1 Outcome: 1.10 Farmers have greater awareness and access to, and increased adoption and adaptation of improved technologies"
619,1,1900-01-01 00:00:00,2200-01-01 00:00:00,619,"FP1 Outcome: 1.8 National and regional policy makers improved policy-making and increased investment based on evidence"
620,1,1900-01-01 00:00:00,2200-01-01 00:00:00,620,"FP1 Outcome: 1.9 Last mile provider (extension partners, farmer organizations, community-based organizations, private sector) increased access and promotion of technologies to farmers"
